Pablo;pabl.0o;帕布罗[pà bù luō],帕布羅[pà bù luō]
pantero;panter.0o.genro;豹属[bào shǔ],豹屬[bào shǔ]
pantero;panter.0o.leopardo;豹[bào]
pantofli;pantof.0i;拖着步走[tuō zhuó bù zǒu],拖著步走[tuō zhuó bù zǒu]
pantofli;pantof.0i;曳步[yì bù]
pantoflo;pantof.0o;拖鞋[tuō xié]
pantoflo;pantof.0o;屣[xǐ]
pantoflo;pantof.0o;蹝[xǐ]
pantoflo;pantof.0o;靸[sǎ]
pantomimisto;pantom.0isto;默剧[mò jù],默劇[mò jù]
pantomimo;pantom.0o;哑剧[yǎ jù],啞劇[yǎ jù]
papo;pap.0o;教宗[jiào zōng]
kontraŭpapo;pap.kontraux0o;对立教宗[duì lì jiào zōng],對立教宗[duì lì jiào zōng]
papago;papag.0o;鸚[yīng],鹦[yīng]
papago;papag.0o;鵡[wǔ],鹉[wǔ]
papago;papag.0o;鸚鵡[yīng wǔ],鹦鹉[yīng wǔ]
papago;papag.0o;学舌[xué shé],學舌[xué shé]
papagoformaj;papag.0oformaj;鸚形目[yīng xíng mù],鹦形目[yīng xíng mù]
papajarbo;papaj.0arbo;木瓜[mù guā]
papajo;papaj.0o;番木瓜[fān mù guā]
paparaco;paparac.0o;狗仔[gǒu zǎi]
papavo;papav.0o;罂粟[yīng sù],罌粟[yīng sù]
paperaĵo;paper.0ajxo;废纸[fèi zhǐ],廢紙[fèi zhǐ]
paperisto;paper.0isto.TIP_paperfaristo;造紙工[zào zhǐ gōng],造纸工[zào zhǐ gōng]
papero;paper.0o;紙張[zhǐ zhāng],纸张[zhǐ zhāng]
papero;paper.0o;紙[zhǐ],纸[zhǐ]
papero;paper.0o;紙條[zhǐ tiáo],纸条[zhǐ tiáo]
paperujo;paper.0ujo.biletujo;皮夹[pí jiā],皮夾[pí jiā]
paperujo;paper.0ujo.biletujo;錢包[qián bāo],钱包[qián bāo]
paperujo;paper.0ujo.biletujo;錢夾[qián jiā],钱夹[qián jiā]
paperujo;paper.0ujo.biletujo;私囊[sī náng]
paperujo;paper.0ujo.dosiera;文件夹[wén jiàn jiā],文件夾[wén jiàn jiā]
paperujo;paper.0ujo.dosiera;卷宗[juàn zōng]
paperujo;paper.0ujo.dosiera;公事包[gōng shì bāo]
paperujo;paper.0ujo.dosiera;公文包[gōng wén bāo]
paperujo;paper.0ujo.dosiera;手提皮包[shǒu tí pí bāo]
paperujo;paper.0ujo.dosiera;箧[qiè],篋[qiè]
karbopapero;paper.karbo0o.KOMUNE;复写纸[fù xiě zhǐ],複寫紙[fù xiě zhǐ]
karbonpapero;paper.karbon0o.karbopapero;复写纸[fù xiě zhǐ],複寫紙[fù xiě zhǐ]
klozetpapero;paper.klozet0o.necesejapapero;手紙[shǒu zhǐ],手纸[shǒu zhǐ]
klozetpapero;paper.klozet0o.necesejapapero;卫生纸[wèi shēng zhǐ],衛生紙[wèi shēng zhǐ]
klozetpapero;paper.klozet0o.necesejapapero;厕纸[cè zhǐ],廁紙[cè zhǐ]
kreppapero;paper.krep0o.KOMUNE;縐紋紙[zhòu wén zhǐ],绉纹纸[zhòu wén zhǐ]
monpaperujo;paper.mon0ujo;錢包[qián bāo],钱包[qián bāo]
monpaperujo;paper.mon0ujo;投资组合[tóu zī zǔ hé]
monpaperujo;paper.mon0ujo;皮夹[pí jiā],皮夾[pí jiā]
monpaperujo;paper.mon0ujo;部長職務[bù zhǎng zhí wù],部长职务[bù zhǎng zhí wù]
monpaperujo;paper.mon0ujo;錢夾[qián jiā],钱夹[qián jiā]
monpaperujo;paper.mon0ujo;錢袋[qián dài],钱袋[qián dài]
murpapero;paper.mur0o;糊墙纸[hú qiáng zhǐ],糊牆紙[hú qiáng zhǐ]
murpapero;paper.mur0o;墙纸[qiáng zhǐ],牆紙[qiáng zhǐ]
murpapero;paper.mur0o;壁紙[bì zhǐ],壁纸[bì zhǐ]
neceseja papero;paper.neceseja0o;卫生纸[wèi shēng zhǐ],衛生紙[wèi shēng zhǐ]
neceseja papero;paper.neceseja0o;手紙[shǒu zhǐ],手纸[shǒu zhǐ]
neceseja papero;paper.neceseja0o;厕纸[cè zhǐ],廁紙[cè zhǐ]
neceseja papero;paper.neceseja0o;擦腚紙[cā dìng zhǐ],擦腚纸[cā dìng zhǐ]
pakpapero;paper.pak0o;包装[bāo zhuāng],包裝[bāo zhuāng]
paŭspapero;paper.pauxs0o.TEK;蓝图纸[lán tú zhǐ],藍圖紙[lán tú zhǐ]
reuzpapero;paper.reuz0o;还魂纸[huán hún zhǐ],還魂紙[huán hún zhǐ]
reuzpapero;paper.reuz0o;再制纸[zài zhì zhǐ],再製紙[zài zhì zhǐ]
reuzpapero;paper.reuz0o;再生紙[zài shēng zhǐ],再生纸[zài shēng zhǐ]
sablopapero;paper.sablo0o;砂紙[shā zhǐ],砂纸[shā zhǐ]
silkopapero;paper.silko0o.KOMUNE;紗紙[shā zhǐ],纱纸[shā zhǐ]
smirgopapero;paper.smirgo0o;砂紙[shā zhǐ],砂纸[shā zhǐ]
sorbopapero;paper.sorbo0o.KOMUNE;墨紙[mò zhǐ],墨纸[mò zhǐ]
sorbopapero;paper.sorbo0o.KOMUNE;吸墨水紙[xī mò shuǐ zhǐ],吸墨水纸[xī mò shuǐ zhǐ]
surpaperigi;paper.sur0igi.redakti;記載[jì zǎi],记载[jì zǎi]
tapetpapero;paper.tapet0o;壁紙[bì zhǐ],壁纸[bì zhǐ]
tapetpapero;paper.tapet0o;糊墙纸[hú qiáng zhǐ],糊牆紙[hú qiáng zhǐ]
tualetpapero;paper.tualet0o.KOMUNE;紙巾[zhǐ jīn],纸巾[zhǐ jīn]
tualetpapero;paper.tualet0o.KOMUNE;抽紙[chōu zhǐ],抽纸[chōu zhǐ]
papilio;papili.0o;蝴蝶[hú dié]
papilio;papili.0o;蝶[dié]
papilio;papili.0o;蝴[hú]
papilio;papili.0o;蛱[jiá],蛺[jiá]
papilio;papili.0o;服装时髦的人[fú zhuāng shí máo de rén],服裝時髦的人[fú zhuāng shí máo de rén]
noktopapilio;papili.nokto0o;蛾[é]
noktopapilio;papili.nokto0o;蛾子[é zi]
noktopapilio;papili.nokto0o;灯蛾[dēng é],燈蛾[dēng é]
noktopapilio;papili.nokto0o;飛蛾[fēi é],飞蛾[fēi é]
papiliacoj;papili1.0oj;蝶形花亚科[dié xíng huā yà kē],蝶形花亞科[dié xíng huā yà kē]
papiruso;papiru.0o;紙草[zhǐ cǎo],纸草[zhǐ cǎo]
papiruso;papiru.0o.BOT;莎草紙[suō cǎo zhǐ],莎草纸[suō cǎo zhǐ]
papriko;paprik.0o;紅辣椒粉[hóng là jiāo fěn],红辣椒粉[hóng là jiāo fěn]
papriko;paprik.0o;牛角椒[niú jiǎo jiāo]
papriko;paprik.0o;青椒[qīng jiāo]
papriko;paprik.0o;辣子[là zi]
papriko;paprik.0o;紅辣椒[hóng là jiāo],红辣椒[hóng là jiāo]
papriko;paprik.0o;辣椒粉[là jiāo fěn]
Papuo;papu.P0o.GEOG;巴布亚[bā bù yà],巴布亞[bā bù yà]
para;par.0a.MAT;偶数[ǒu shù],偶數[ǒu shù]
parigi;par.0igi;有伴[yǒu bàn]
parigi;par.0igi;有配偶[yǒu pèi ǒu]
parigi;par.0igi;結婚了[jié hūn liǎo],结婚了[jié hūn liǎo]
pariĝi;par.0igxi;配对[pèi duì],配對[pèi duì]
paro;par.0o;双[shuāng],雙[shuāng]
paro;par.0o;一对[yī duì],一對[yī duì]
paro;par.0o;对[duì],對[duì]
paro;par.0o;双人[shuāng rén],雙人[shuāng rén]
paro;par.0o;一双[yī shuāng],一雙[yī shuāng]
paro;par.0o;两口儿[liǎng kǒu r],兩口兒[liǎng kǒu r]
paro;par.0o;一对儿[yī duì r],一對兒[yī duì r]
parulino;par.0ulino;女伴[nǚ bàn]
parulino;par.0ulino;老婆[lǎo pó]
parulo;par.0ulo;伙伴[huǒ bàn]
parulo;par.0ulo;伴[bàn]
parulo;par.0ulo;伴侣[bàn lǔ:],伴侶[bàn lǔ:]
parulo;par.0ulo;搭档[dā dàng],搭檔[dā dàng]
parulo;par.0ulo;匹[pī]
parulo;par.0ulo;合伙人[hé huǒ rén]
parulo;par.0ulo;拍档[pāi dàng],拍檔[pāi dàng]
parulo;par.0ulo;枕边人[zhěn biān rén],枕邊人[zhěn biān rén]
parulo;par.0ulo;侣[lǔ:],侶[lǔ:]
parulo;par.0ulo;同伴[tóng bàn]
parulo;par.0ulo;对方[duì fāng],對方[duì fāng]
parulo;par.0ulo;工作伙伴[gōng zuò huǒ bàn]
blinda parigo;par.blinda0igo;相亲[xiāng qīn],相親[xiāng qīn]
nepara;par.ne0a;奇[jī]
nepara;par.ne0a;奇数[jī shù],奇數[jī shù]
parabolo;parabo.0o;諷喻[fěng yù],讽喻[fěng yù]
parabolo;parabo.0o;抛物线[pāo wù xiàn],拋物線[pāo wù xiàn]
parabolo;parabo.0o;風喻[fēng yù],风喻[fēng yù]
paraboloido;parabo1.0o;抛物面[pāo wù miàn],拋物面[pāo wù miàn]
parado;parad.0o;列队行进[liè duì xíng jìn],列隊行進[liè duì xíng jìn]
parado;parad.0o;閱兵式[yuè bīng shì],阅兵式[yuè bīng shì]
parado;parad.0o.MIL;閱兵式[yuè bīng shì],阅兵式[yuè bīng shì]
parado;parad.0o.procesio;游行[yóu xíng],遊行[yóu xíng]
parado;parad.0o.procesio;行军游行阅兵[xíng jūn yóu xíng yuè bīng],行軍遊行閱兵[xíng jūn yóu xíng yuè bīng]
parado;parad.0o.procesio;閱兵[yuè bīng],阅兵[yuè bīng]
parado;parad.0o.procesio;成队[chéng duì],成隊[chéng duì]
parado;parad.0o.procesio;排队前进[pái duì qián jìn],排隊前進[pái duì qián jìn]
parado;parad.0o.procesio;排队游行[pái duì yóu xíng],排隊遊行[pái duì yóu xíng]
paradigmo;paradi.0o;範式[fàn shì],范式[fàn shì]
paradigmo;paradi.0o.KOMP;編程範型[biān chéng fàn xíng],编程范型[biān chéng fàn xíng]
paradigmo;paradi.0o.SCI;宇宙觀[yǔ zhòu guān],宇宙观[yǔ zhòu guān]
paradigmo;paradi.0o.SCI;世界觀[shì jiè guān],世界观[shì jiè guān]
impostparadizo;paradi1.impost0o;逃稅天堂[táo shuì tiān táng],逃税天堂[táo shuì tiān táng]
impostparadizo;paradi1.impost0o;避稅天堂[bì shuì tiān táng],避税天堂[bì shuì tiān táng]
paradizludo;paradi1.lud0o;跳房子[tiào fáng zi]
paradokso;parado.0o;悖論[bèi lùn],悖论[bèi lùn]
paradokso;parado.0o;自相矛盾的話[zì xiāng máo dùn de huà],自相矛盾的话[zì xiāng máo dùn de huà]
parafi;paraf.0i;草签[cǎo qiān],草簽[cǎo qiān]
parafo;paraf.0o.JUR;符記[fú jì],符记[fú jì]
parafo;paraf.0o.JUR;縮寫式[suō xiě shì],缩写式[suō xiě shì]
parafino;parafi.0o;石蜡[shí là],石蠟[shí là]
parafrazi;parafr.0i;意譯[yì yì],意译[yì yì]
parafrazo;;演繹曲[yǎn yì qǔ],演绎曲[yǎn yì qǔ]
paraglisado;paraglis.0ado;滑翔伞[huá xiáng sǎn],滑翔傘[huá xiáng sǎn]
paraglisilo;paraglis.0ilo;滑翔伞[huá xiáng sǎn],滑翔傘[huá xiáng sǎn]
paraglisilo;paraglis.0ilo;翼伞[yì sǎn],翼傘[yì sǎn]
paragrafo;paragr.0o.KLA;款[kuǎn]
paragrafo;paragr.0o.KLA;段[duàn]
Paragvajo;paragvaj.P0o;巴拉圭[Bā lā guī]
Paragvajo;paragvaj.P0o;巴拉圭共和国[bā lā guī gòng hé guó],巴拉圭共和國[bā lā guī gòng hé guó]
Parakleto;parakl.0o;圣神[Shèng shén],聖神[Shèng shén]
Parakleto;parakl.0o;圣灵[Shèng líng],聖靈[Shèng líng]
paralela;parale.0a;平行[píng xíng]
paralela;parale.0a.komparata;相伴[xiāng bàn]
paralelaĵo;parale.0ajxo;平行線[píng xíng xiàn],平行线[píng xíng xiàn]
paralelo;parale.0o.io_komparebla;平行線[píng xíng xiàn],平行线[píng xíng xiàn]
paralelepipedo;parale1.0o;平行六面体[píng xíng liù miàn tǐ],平行六面體[píng xíng liù miàn tǐ]
paralelepipedo;parale1.0o;平行六面体[píng háng liù miàn tǐ],平行六麵體[píng háng liù miàn tǐ]
paralelogramo;parale2.0o;平行四边形[píng xíng sì biān xíng],平行四邊形[píng xíng sì biān xíng]
paralizi;parali.0i;瘫痪[tān huàn],癱瘓[tān huàn]
paralizo;parali.0o;痹[bì],痺[bì]
paralizo;parali.0o;瘫痪[tān huàn],癱瘓[tān huàn]
Paralimpiko;paralimpik.0o;残奥[Cán Ào],殘奧[Cán Ào]
Paralimpiko;paralimpik.0o;残奥会[Cán Ào huì],殘奧會[Cán Ào huì]
Paralimpiko;paralimpik.0o;残奥[cán ào],殘奧[cán ào]
Paramaribo;paramarib.0o;帕拉馬里博[Pà lā mǎ lǐ bó],帕拉马里博[Pà lā mǎ lǐ bó]
Paramaribo;paramarib.0o;巴拉馬利波[Bā lā mǎ lì bō],巴拉马利波[Bā lā mǎ lì bō]
parametro;parame.0o;参数[cān shù],參數[cān shù]
parametro;parame.0o;参量[cān liáng],參量[cān liáng]
paramnezio;paramnezi.0o;似曾相識[sì céng xiāng shí],似曾相识[sì céng xiāng shí]
paranojo;paranoj.0o;偏執狂[piān zhí kuáng],偏执狂[piān zhí kuáng]
paranojo;paranoj.0o;妄想狂[wàng xiǎng kuáng]
paranojo;paranoj.0o;妄想症[wàng xiǎng zhèng]
parapsiĥologio;parapsihxologi.0o;超心理学[chāo xīn lǐ xué],超心理學[chāo xīn lǐ xué]
paraŝuti;parasx.0i;坐降落伞[zuò jiàng luò sǎn],坐降落傘[zuò jiàng luò sǎn]
paraŝuto;parasx.0o;降落伞[jiàng luò sǎn],降落傘[jiàng luò sǎn]
paraŝutisto;;伞兵[sǎn bīng],傘兵[sǎn bīng]
paraŝuti;;跳伞[tiào sǎn],跳傘[tiào sǎn]
glisparaŝuto;parasx.glis0o;滑翔伞[huá xiáng sǎn],滑翔傘[huá xiáng sǎn]
glisparaŝutado;;滑翔伞[huá xiáng sǎn],滑翔傘[huá xiáng sǎn]
paraziti;parazi.0i;蹭[cèng]
parazitismo;parazi.0ismo;寄生[jì shēng]
parazito;parazi.0o;寄生虫[jì shēng chóng],寄生蟲[jì shēng chóng]
parazito;parazi.0o;寄生者[jì shēng zhě]
parazito;parazi.0o;寄生物[jì shēng wù]
parazito;parazi.0o;淸客[qīng kè],清客[qīng kè]
parcelo;parcel.0o;宗地[zōng dì]
pardonema;pardon.0ema;宽容[kuān róng],寬容[kuān róng]
pardonema;pardon.0ema;从宽[cóng kuān],從寬[cóng kuān]
pardoni;pardon.0i;原諒[yuán liàng],原谅[yuán liàng]
pardoni;pardon.0i;恕[shù]
pardoni;pardon.0i;諒[liàng],谅[liàng]
pardoni;pardon.0i;包涵[bāo hán]
pardoni;pardon.0i;宽恕[kuān shù],寬恕[kuān shù]
pardoni;pardon.0i;饒[ráo],饶[ráo]
pardoni;pardon.0i;除罪[chú zuì]
pardoni;pardon.0i;饒恕[ráo shù],饶恕[ráo shù]
pardoni;pardon.0i;包容[bāo róng]
pardono;pardon.0o;不好意思[bù hǎo yì si]
pardono;pardon.0o;劳驾[láo jià],勞駕[láo jià]
pardono;pardon.0o;对不起[duì bu qǐ],對不起[duì bu qǐ]
pardono;pardon.0o;赦令[shè lìng]
pardono;pardon.0o;原諒[yuán liàng],原谅[yuán liàng]
pardono;pardon.0o;宽恕[kuān shù],寬恕[kuān shù]
parenca;parenc.0a;紧密相联[jǐn mì xiāng lián],緊密相聯[jǐn mì xiāng lián]
parenca;parenc.0a;戚[qī]
parenca;parenc.0a;支与流裔[zhī yǔ liú yì],支與流裔[zhī yǔ liú yì]
parenca;parenc.0a;亲[qīn],親[qīn]
parenca;parenc.0a;亲属[qīn shǔ],親屬[qīn shǔ]
parenceco;parenc.0eco;血緣關係[xiě yuán guān xi],血缘关系[xiě yuán guān xi]
parenceco;parenc.0eco;亲属[qīn shǔ],親屬[qīn shǔ]
parenceco;parenc.0eco;同宗[tóng zōng]
parenceco;parenc.0eco;同族[tóng zú]
parenceco;parenc.0eco;有血緣關係[yǒu xiě yuán guān xi],有血缘关系[yǒu xiě yuán guān xi]
parenceco;parenc.0eco;有关系[yǒu guān xi],有關係[yǒu guān xi]
parenceco;parenc.0eco;亲缘[qīn yuán],親緣[qīn yuán]
parencino;parenc.0ino;家属[jiā shǔ],家屬[jiā shǔ]
parenco;parenc.0o;近亲[jìn qīn],近親[jìn qīn]
parenco;parenc.0o;同宗[tóng zōng]
parenco;parenc.0o;亲戚[qīn qī],親戚[qīn qī]
parenco;parenc.0o;戚属[qī shǔ],戚屬[qī shǔ]
parenteze;parent.0e;順帶一提[shùn dài yī tí],顺带一提[shùn dài yī tí]
parentezo;parent.0o;括弧[kuò hú]
parentezo;parent.0o;圆括号[yuán kuò hào],圓括號[yuán kuò hào]
parentezo;parent.0o;括号[kuò hào],括號[kuò hào]
parento;parent1.0o;父母亲[fù mǔ qīn],父母親[fù mǔ qīn]
parfumaĵo;parfum.0ajxo;香水[xiāng shuǐ]
parfumo;parfum.0o;香水[xiāng shuǐ]
parfumo;parfum.0o;棻[fēn]
parfumo;parfum.0o;芬[fēn]
parfumo;parfum.0o;清香[qīng xiāng]
parfumo;parfum.0o;棻芳[fēn fāng]
parfumo;parfum.0o;气味[qì wèi],氣味[qì wèi]
parfumo;parfum.0o;香料[xiāng liào]
parfumo;parfum.0o;香液[xiāng yè]
parfumo;parfum.0o;馥[fù]
pargeto;parget.0o;鑲木地板[xiāng mù dì bǎn],镶木地板[xiāng mù dì bǎn]
pargeto;parget.0o;木地板[mù dì bǎn]
pario;pari.0o;賤民[jiàn mín],贱民[jiàn mín]
pario;pari.0o;局外人[jú wài rén]
pario;pari.0o;被社会抛弃的人[bèi shè huì pāo qì de rén],被社會拋棄的人[bèi shè huì pāo qì de rén]
parietosto;pariet.0osto;頂骨[dǐng gǔ],顶骨[dǐng gǔ]
parietalo;parietal.0o;頂骨[dǐng gǔ],顶骨[dǐng gǔ]
Parizano;pariz.0ano;巴黎人[bā lí rén]
Parizo;pariz.0o;巴黎[Bā lí]
parkumado;park.0umado;泊車[bó chē],泊车[bó chē]
parko;;囿[yòu]
parko;;园囿[yuán yòu],園囿[yuán yòu]
parkumejo;park.0umejo;停車場[tíng chē chǎng],停车场[tíng chē chǎng]
parkumejo;park.0umejo;車位[chē wèi],车位[chē wèi]
parkumi;park.0umi;停放[tíng fàng]
parkumi;park.0umi;泊車[bó chē],泊车[bó chē]
amuzparko;park.amuz0o.TUR;娛樂場所[yú lè chǎng suǒ],娱乐场所[yú lè chǎng suǒ]
amuzparko;park.amuz0o.TUR;娛樂性公園[yú lè xìng gōng yuán],娱乐性公园[yú lè xìng gōng yuán]
amuzparko;park.amuz0o.TUR;游乐园[yóu lè yuán],游樂園[yóu lè yuán]
amuzparko;park.amuz0o.TUR;游乐园[yóu lè yuán],遊樂園[yóu lè yuán]
amuzparko;park.amuz0o.TUR;娛樂園[yú lè yuán],娱乐园[yú lè yuán]
amuzparko;park.amuz0o.TUR;娛樂場[yú lè chǎng],娱乐场[yú lè chǎng]
parkejo;park2.0ejo;停車場[tíng chē chǎng],停车场[tíng chē chǎng]
parkejo;park2.0ejo;車位[chē wèi],车位[chē wèi]
parko;;公园[gōng yuán],公園[gōng yuán]
parkumo;park.um0o.ejo;停車場[tíng chē chǎng],停车场[tíng chē chǎng]
parkumo;park.um0o.ejo;停車站[tíng chē zhàn],停车站[tíng chē zhàn]
parkumo;park.um0o.ejo;停車處[tíng chē chù],停车处[tíng chē chù]
parkumo;park.um0o.ejo;地方停車[dì fang tíng chē],地方停车[dì fang tíng chē]
parkumo;park.um0o.ejo;車位[chē wèi],车位[chē wèi]
parkumo;park.um0o.ejo;車場[chē chǎng],车场[chē chǎng]
parki;park2.0i;停放[tíng fàng]
parkere;parker.0e;熟記[shú jì],熟记[shú jì]
parkerigi;;默記[mò jì],默记[mò jì]
parkerigi;;熟記[shú jì],熟记[shú jì]
parkinsona malsano;parkinson.0a_malsano;巴金森氏症[bā jīn sēn shì zhèng]
parkinsona malsano;parkinson.0a_malsano;帕金森氏症[pà jīn sēn shì zhèng]
Parkinsono;parkinson.0o.kuracisto;帕金森[Pà jīn sēn]
parkinsona malsano;;帕金森症[Pà jīn sēn zhèng]
parlamentano;parlam.0ano;議員[yì yuán],议员[yì yuán]
parlamentejo;parlam.0ejo;国会[guó huì],國會[guó huì]
parlamento;parlam.0o;議會[yì huì],议会[yì huì]
parlamento;parlam.0o;国会[guó huì],國會[guó huì]
parlamento;parlam.0o;議院[yì yuàn],议院[yì yuàn]
parlamento;parlam.0o;巴力門[bā lì mén],巴力门[bā lì mén]
parlamentano;;国会议员[guó huì yì yuán],國會議員[guó huì yì yuán]
Parmenido;parmenid.0o;巴門尼德[bā mén ní dé],巴门尼德[bā mén ní dé]
parodii;parodi.0i;恶搞[è gǎo],惡搞[è gǎo]
parodii;parodi.0i;模仿成滑稽作品[mó fǎng chéng huá ji zuò pǐn]
parodii;parodi.0i;諷刺地模仿[fèng cì de mó fǎng],讽刺地模仿[fèng cì de mó fǎng]
parodio;parodi.0o;恶搞[è gǎo],惡搞[è gǎo]
parodio;parodi.0o;戏仿[xì fǎng],戲仿[xì fǎng]
parodio;parodi.0o;仿諷[fǎng fěng],仿讽[fǎng fěng]
paroĥismo;parohx.0ismo;門戶之見[mén hù zhī jiàn],门户之见[mén hù zhī jiàn]
paroksismo;paroks.0o;頂極[dǐng jí],顶极[dǐng jí]
paroksismo;paroks.0o;高潮[gāo cháo]
parola;parol.0a;口头[kǒu tóu],口頭[kǒu tóu]
parolado;parol.0ado;演說[yǎn shuō],演说[yǎn shuō]
parolado;parol.0ado;言語[yán yǔ],言语[yán yǔ]
parolado;parol.0ado;話[huà],话[huà]
parolema;parol.0ema;健談[jiàn tán],健谈[jiàn tán]
parolema;parol.0ema;唊[jiá]
parolema;parol.0ema;嘴敞[zuǐ chǎng]
parolema;parol.0ema;譅[sè]
parolema;parol.0ema;貧嘴[pín zuǐ],贫嘴[pín zuǐ]
parolema;parol.0ema;饒舌[ráo shé],饶舌[ráo shé]
parolema;parol.0ema;喦[niè]
paroli;parol.0i;說上[shuō shàng],说上[shuō shàng]
paroli;parol.0i.diri;啽[án]
parolisto;parol.0isto;代言人[dài yán rén]
parolisto;parol.0isto;发言人[fā yán rén],發言人[fā yán rén]
parolisto;parol.0isto;演說者[yǎn shuō zhě],演说者[yǎn shuō zhě]
parolisto;parol.0isto;報告員[bào gào yuán],报告员[bào gào yuán]
parolisto;parol.0isto;新聞發言人[xīn wén fā yán rén],新闻发言人[xīn wén fā yán rén]
parolisto;parol.0isto;演講家[yǎn jiǎng jiā],演讲家[yǎn jiǎng jiā]
parolisto;parol.0isto;雄辩家[xióng biàn jiā],雄辯家[xióng biàn jiā]
parolo;parol.0o;講話[jiǎng huà],讲话[jiǎng huà]
parolo;parol.0o;演說[yǎn shuō],演说[yǎn shuō]
parolo;parol.0o;話[huà],话[huà]
paroli;;曰[yuē]
antaŭparolo;parol.antaux0o;序言[xù yán]
antaŭparolo;parol.antaux0o;引言[yǐn yán]
antaŭparolo;parol.antaux0o;刊首語[kān shǒu yǔ],刊首语[kān shǒu yǔ]
antaŭparolo;parol.antaux0o;前言[qián yán]
antaŭparolo;parol.antaux0o;序章[xù zhāng]
antaŭparolo;parol.antaux0o;序文[xù wén]
antaŭparolo;parol.antaux0o;开场白[kāi chǎng bái],開場白[kāi chǎng bái]
antaŭparolo;parol.antaux0o;导言[dǎo yán],導言[dǎo yán]
antaŭparolo;parol.antaux0o;序[xù]
ĉirkaŭparoli;parol.cxirkaux0i;拐弯抹角[guǎi wān mò jiǎo],拐彎抹角[guǎi wān mò jiǎo]
ĉirkaŭparoli;parol.cxirkaux0i;繞彎子[rào wān zi],绕弯子[rào wān zi]
ĉirkaŭparoli;parol.cxirkaux0i;繞彎子兒[rào wān zǐ r],绕弯子儿[rào wān zǐ r]
ĉirkaŭparoli;parol.cxirkaux0i;繞脖子[rào bó zi],绕脖子[rào bó zi]
ĉirkaŭparoli;parol.cxirkaux0i;繞騰[rào teng],绕腾[rào teng]
ĉirkaŭparoli;parol.cxirkaux0i;轉圈[zhuàn quān],转圈[zhuàn quān]
ĉirkaŭparoli;parol.cxirkaux0i;轉腰子[zhuàn yāo zi],转腰子[zhuàn yāo zi]
ĉirkaŭparoli;parol.cxirkaux0i;繞圈子[rào quān zi],绕圈子[rào quān zi]
elparoli;parol.el0i;发音[fā yīn],發音[fā yīn]
elparoli;parol.el0i;出声[chū shēng],出聲[chū shēng]
elparoli;parol.el0i;吭[kēng]
interparolejo;parol.inter0ejo;客堂[kè táng]
interparolejo;parol.inter0ejo;会客室[huì kè shì],會客室[huì kè shì]
interparoli;parol.inter0i;商談[shāng tán],商谈[shāng tán]
interparoli;parol.inter0i;議論[yì lùn],议论[yì lùn]
interparoli;parol.inter0i;交談[jiāo tán],交谈[jiāo tán]
interparoli;parol.inter0i;洽談[qià tán],洽谈[qià tán]
interparoli;parol.inter0i;談[tán],谈[tán]
interparoli;parol.inter0i;談論[tán lùn],谈论[tán lùn]
interparoli;parol.inter0i;討論[tǎo lùn],讨论[tǎo lùn]
interparoli;parol.inter0i;商榷[shāng què]
interparoli;parol.inter0i;商量[shāng liang]
interparolo;parol.inter0o;会谈[huì tán],會談[huì tán]
interparolo;parol.inter0o;討論[tǎo lùn],讨论[tǎo lùn]
interparolo;parol.inter0o;自会[zì huì],自會[zì huì]
kontraŭparoli;parol.kontraux0i;反駁[fǎn bó],反驳[fǎn bó]
kontraŭparoli;parol.kontraux0i;唱反調[chàng fǎn diào],唱反调[chàng fǎn diào]
kontraŭparoli;parol.kontraux0i;辩驳[biàn bó],辯駁[biàn bó]
kontraŭparoli;parol.kontraux0i;牴触[dǐ chù],牴觸[dǐ chù]
laŭdparolo;parol.lauxd0o;誄[lěi],诔[lěi]
laŭdparolo;parol.lauxd0o.BELE;讚詞[zàn cí],赞词[zàn cí]
laŭdparolo;parol.lauxd0o.BELE;頌德文[sòng dé wén],颂德文[sòng dé wén]
porparolanto;parol.por0anto;代言人[dài yán rén]
porparolanto;parol.por0anto;提倡者[tí chàng zhě]
porparolanto;parol.por0anto;鼓吹者[gǔ chuī zhě]
postparolo;parol.post0o;后记[hòu jì],後記[hòu jì]
postparolo;parol.post0o;尾声[wěi shēng],尾聲[wěi shēng]
postparolo;parol.post0o;結束語[jié shù yǔ],结束语[jié shù yǔ]
priparoli;parol.pri0i;談到[tán dào],谈到[tán dào]
