# mrk;kap;num;dos
naviga.0isto.oficiro;navigaciisto;;NULL
naviga.0o;navigacio;;NULL
naviga.0o.biro;navigacio;1;NULL
naz.0a;naza;;NULL
naz.0a.FON;naza;2;NULL
naz.0a.gxenerale;naza;1;NULL
naz.0akonsonanto;naza konsonanto;;NULL
naz.0akonsonanto.FON;naza konsonanto;;NULL
naz.0avokalo;naza vokalo;;NULL
naz.0avokalo.FON;naza vokalo;;NULL
naz.0ego;nazego;;NULL
naz.0ego.ZOO;nazego;;NULL
naz.alt0a;altnaza;;NULL
naz.alt0a.FIG;altnaza;;NULL
naz.kusp0a;kuspnaza;;NULL
naz.kusp0a.ANA;kuspnaza;;NULL
naz.man0umo;mannazumo;;NULL
naz.man0umo.FOT;mannazumo;;NULL
naz.stump0a;stumpnaza;;NULL
naz.stump0a.kuspa;stumpnaza;;NULL
nazaret.0o;Nazareto;;NULL
nazaret.0o.urbo;Nazareto;;NULL
ne.0;ne;;gra_fr
ne.0;ne;;gra_de
ne.0;ne;;gra_ru
ne.0;ne;;gra_pl
ne.0;ne;;ekz_6
ne.0;ne;;uv_N
ne.0a;nea;;NULL
ne.0a.GRA;nea;2;NULL
ne.0a.respondo;nea;1;NULL
ne.0i;nei;;NULL
ne.0i.diri;nei;1;NULL
ne.0o;neo;;NULL
ne.0o.KOMUNE;neo;;NULL
ne.0ulo;neulo;;ekz_4
ne.0ulo.KOMUNE;neulo;;ekz_4
ne.for0i;fornei;;NULL
ne.for0i.KOMUNE;fornei;;NULL
ne.kap0i;kapnei;;NULL
ne.kap0i.MIEN;kapnei;;NULL
nebrask.0o;Nebrasko;;NULL
nebrask.0o.GEOG;Nebrasko;;NULL
nebul.0a;nebula;;NULL
nebul.0a.MET;nebula;1;NULL
nebul.0i;nebuli;;NULL
nebul.0igi;nebuligi;;NULL
nebul.0igi.FIG;nebuligi;2;NULL
nebul.0igi.MET;nebuligi;1;NULL
nebul.0igxi;nebuliĝi;;NULL
nebul.fum0o;fumnebulo;;NULL
nebul.fum0o.MET;fumnebulo;;NULL
neces.0ajxo;necesaĵo;;NULL
neces.0ajxo.ekskremento;necesaĵo;2;NULL
neces.0i;necesi;;NULL
neces.0i.KOMUNE;necesi;;NULL
neces.0segxo;necesseĝo;;NULL
neces.0segxo;neceseja seĝo;;NULL
neces.0ujo;necesujo;;uv_N
neces.0ujo;necesujo;;akkor_en
neces.0ujo.segxo;necesujo;2;uv_N
neces.0ujo.segxo;necesujo;2;akkor_en
neces.laux0e;laŭnecese;;NULL
neces.laux0e.KOMUNE;laŭnecese;;NULL
neces.mal0a;malnecesa;;NULL
neces.ne0a;nenecesa;;NULL
neces.ne0a;sennecesa;;NULL
neces.ne0a.KOMUNE;nenecesa;;NULL
neces.ne0a.KOMUNE;sennecesa;;NULL
neces.viv0ajxo;vivnecesaĵo;;NULL
neces.viv0ajxo.EKON;vivnecesaĵo;;NULL
nefrolog.0o;nefrologo;;NULL
nefrolog.0o.MED;nefrologo;;NULL
nefrologi.0o;nefrologio;;NULL
nefrologi.0o.MED;nefrologio;;NULL
negaci.0o;negacio;;NULL
negaci.0o.logika;negacio;2;NULL
negati.0o;negativo;;NULL
negatr.0o;negatrono;;NULL
negatr.0o;negatono;;NULL
neglek.0ema;neglektema;;NULL
neglek.0ema.KOMUNE;neglektema;;NULL
negoc.0o;negoco;;NULL
negx.0ulo;neĝulo;;NULL
negx.0ulo.figuro;neĝulo;1;NULL
negx.0ulo.jetio;neĝulo;2;NULL
nekar.0o;Nekaro;;NULL
nekar.0o.rivero;Nekaro;;NULL
nekrop1.0a;nekropsia;;NULL
nektarin.0o;nektarino;;NULL
nektarin.0o.BOT;nektarino;;NULL
neni.0ajxo;nenio;;NULL
neni.0ajxo;neniaĵo;;NULL
neniu.0;neniu;;ekz_22
neniu.0;neniu;;uv_N
neniu.0;neniu;;akkor_de
neniu.0;neniu;;akkor_pl
neolog.0o;neologismo;;NULL
neolog1.0o;neologo;;NULL
neolog1.0o.ESP;neologo;;NULL
neonikotinoid.0o;neonikotinoido;;NULL
neonikotinoid.0o.KEM;neonikotinoido;;NULL
nepal.N0o;Nepalo;;NULL
nepjid.0o;Nepjido;;NULL
nepjid.0o.urbo;Nepjido;;NULL
neron.0o;Nerono;;NULL
neron.0o;Nero;;NULL
nerv.0a;nerva;;NULL
nerv.0a.gxena;nerva;2;NULL
nerv.0aro;nervaro;;NULL
nerv.0aro.ANA;nervaro;;NULL
nerv.0ema;nervema;;NULL
nerv.0ema;nerveca;;NULL
nerv.0ema.PSI;nervema;;NULL
nerv.0ema.PSI;nerveca;;NULL
nerv.0emo;nervemo;;NULL
nerv.0emo;nerveco;;NULL
nerv.0emo.PSI;nervemo;;NULL
nerv.0emo.PSI;nerveco;;NULL
nervoz.0eco;nervozeco;;NULL
nest.0ego;nestego;;NULL
nest.0ego.ZOO;nestego;;NULL
nest.0ita;nestita;;NULL
nest.0ita.KOMP;nestita;;NULL
nestor.0o;Nestoro;;NULL
nestor.0o.MIT;Nestoro;2;NULL
nestor.0o.NOM;Nestoro;1;NULL
nestor.n0o;nestoro;;NULL
nestor.n0o.plejagxulo;nestoro;;NULL
net.0a;neta;;NULL
neuxra1.0ulo;neŭrasteniulo;;NULL
neuxra1.0ulo.MED;neŭrasteniulo;;NULL
neuxrobiologi.0o;neŭrobiologio;;NULL
neuxrobiologi.0o.SCI;neŭrobiologio;;NULL
neuxrodegener.0o;neŭrodegenero;;NULL
neuxrodegener.0o.MED;neŭrodegenero;;NULL
neuxtr.0a;neŭtra;;NULL
neuxtr.0a.MAT;neŭtra;3;NULL
neuxtr.0aelemento;neŭtra elemento;;NULL
neuxtr.0aelemento;neŭtraĵo;;NULL
neuxtr.0iganto;neŭtriganto;;NULL
neuxtr.0iganto;neŭtriga elemento;;NULL
neuxtr.0iganto.MAT;neŭtriganto;;NULL
neuxtr.0iganto.MAT;neŭtriga elemento;;NULL
neuxtr.0igebla;neŭtrigebla;;NULL
neuxtr.0igebla.MAT;neŭtrigebla;;NULL
neuxtr1.0igi;neŭtraligi;;NULL
neuxtr1.0igi.KOMUNE;neŭtraligi;;NULL
neuxtr1.0igo;neŭtraligo;;NULL
neuxtr1.0igo.LIN;neŭtraligo;2;NULL
neuxtr1.0igo.POL;neŭtraligo;1;NULL
neuxtr1.0ismo;neŭtralismo;;NULL
neuxtr1.0ismo.ESP;neŭtralismo;2;NULL
neuxtr1.0ismo.POL;neŭtralismo;1;NULL
ngxamen.0o;Nĝameno;;NULL
niagar.0o;Niagaro;;NULL
niame.0o;Niameo;;NULL
nigr.0igi;nigrigi;;NULL
nigxer.N0o;Niĝero;;NULL
nigxer.N0o.rivero;Niĝero;2;NULL
nigxeri.N0o;Niĝerio;;NULL
nik.0o;Niko;;NULL
nik.0o.nomo;Niko;;NULL
nikola.0cxjo;Nikolĉjo;;NULL
nikola.0cxjo;Nikoĉjo;;NULL
nikola.0cxjo;Nikĉjo;;NULL
nikola.0cxjo;Niĉjo;;NULL
nikozi.0o;Nikozio;;NULL
nikozi.0o;Nikosio;;NULL
niks.0ino;niksino;;NULL
niks.0ino.MIT;niksino;;NULL
niktit.0o;niktito;;NULL
niktit.0o.ZOO;niktito;;NULL
nimf.0o;nimfo;;NULL
ningb.0o;Ningbo;;NULL
niniv.0o;Ninivo;;NULL
niniv.0o;Nineveo;;NULL
niniv.0o.antikva_urbo;Ninivo;;NULL
niniv.0o.antikva_urbo;Nineveo;;NULL
nis.0o;Niso;;NULL
nis.0o.rivero;Niso;;NULL
nit.0junto;nitjunto;;NULL
nit.0junto.TEK;nitjunto;;NULL
nit.0najlo;nitnajlo;;NULL
nit.0najlo.TEK;nitnajlo;;NULL
nivel.0i;niveli;;NULL
nivel.alt0a;altnivela;;NULL
nivel.alt0a.FIG;altnivela;;NULL
nivel.sam0a;samnivela;;NULL
nj.0;-nj;;ekz_38
nj.0;-nj;;ekz_38
nj.0;-nj;;ekz_38
nj.0;-nj;;ekz_38
nj.0;-nj;;ekz_38
nj.i0o;injo;;NULL
nj.i0o.ino;injo;;NULL
nj.o0o;onjo;;NULL
nj.o0o.FAM;onjo;;NULL
nj.va0o;vanjo;;NULL
nj.va0o.FAM;vanjo;;NULL
noahx.0o;Noaĥo;;NULL
noahx.0o.NOM;Noaĥo;;NULL
nobl.0ajxo;noblaĵo;;NULL
nobl.0ajxo.PSI;noblaĵo;;NULL
nobl.0igi;nobligi;;NULL
nobl.0igi.PSI;nobligi;;NULL
nobl.0ulo;noblulo;;NULL
nobl.0ulo.PSI;noblulo;;NULL
nobl.mal0a;malnobla;;NULL
nobl.mal0a.PSI;malnobla;;NULL
nobl.mal0ajxo;malnoblaĵo;;NULL
nobl.mal0ajxo.PSI;malnoblaĵo;;NULL
nobl.mal0igi;malnobligi;;NULL
nobl.mal0igi.PSI;malnobligi;;NULL
nobl.mal0ulo;malnoblulo;;NULL
nobl.mal0ulo.PSI;malnoblulo;;NULL
noci.0aro;nociaro;;NULL
nocx.0i;noĉi;;NULL
nocx.0i.KOMUNE;noĉi;;NULL
nocx.0o;noĉo;;NULL
nocx.0o.KOMUNE;noĉo;;NULL
nod.0i;nodi;;NULL
nod.0i.FIG;nodi;2;NULL
nod.0i.KOMUNE;nodi;1;NULL
nod.0o;nodo;;NULL
nod.0o.implikajxo;nodo;2;NULL
nod.0o.tubero;nodo;3;NULL
nod.el0igxo;elnodiĝo;;NULL
nod.el0igxo.BELE;elnodiĝo;1;NULL
nod.el0igxo.FIG;elnodiĝo;2;NULL
nod.en0igxo;ennodiĝo;;NULL
nod.en0igxo.BELE;ennodiĝo;;NULL
nod.gordia0o;gordia nodo;;NULL
nod.gordia0o.FRAZ;gordia nodo;2;NULL
nod.gordia0o.MIT;gordia nodo;1;NULL
nod.mal0i;malnodi;;NULL
nod.mal0i.FIG;malnodi;2;NULL
nod.mal0i.KOMUNE;malnodi;1;NULL
nod.voj0o;vojnodo;;NULL
nod.voj0o.TRA;vojnodo;;NULL
nok.0oj;nokoj;;NULL
nok.0oj.KUI;nokoj;;NULL
nokaux.0o;nokaŭto;;NULL
nokt.0i;nokti;;NULL
nokt.blankaj_0oj;blankaj noktoj;;NULL
noktu.0o;noktuo;;oa_2
nom.0o;nomo;;NULL
nom.bapto0o;baptonomo;;NULL
nom.bona0o;bona nomo;;NULL
nom.bona0o.KOMUNE;bona nomo;1;NULL
nom.bona0o.reputacio;bona nomo;2;NULL
nom.for0i;fornomi;;NULL
nom.for0i.KOMUNE;fornomi;;NULL
nom.honesta0o;honesta nomo;;NULL
nom.karakteriza0o;karakteriza nomo;;NULL
nom.laux0a;laŭnoma;;NULL
nom.laux0a.nominala;laŭnoma;2;NULL
nom.laux0a.nomuza;laŭnoma;1;NULL
nom.laux0e;laŭnome;;NULL
nom.laux0e.nominale;laŭnome;2;NULL
nom.laux0e.nomuze;laŭnome;1;NULL
nom.lok0o;loknomo;;NULL
nom.lok0o.GEOG;loknomo;;NULL
nom.mis0i;misnomi;;NULL
nom.plum0o;plumnomo;;NULL
nom.plum0o.BELE;plumnomo;;NULL
nom.sam0ulo;samnomulo;;NULL
nom.sam0ulo.KOMUNE;samnomulo;;NULL
nom.uzant0o;uzantnomo;;NULL
nomad.0ejo;nomadejo;;NULL
nomad.0ejo.tendaro;nomadejo;2;NULL
nomad.0ejo.teritorio;nomadejo;1;NULL
nomarhx.0o;nomarĥo;;NULL
nomarhx.0o;nomarko;;NULL
nomarhx.0o.provincestro;nomarĥo;;NULL
nomarhx.0o.provincestro;nomarko;;NULL
nombr.0a;nombra;;NULL
nombr.0a.EVI;nombra;3;NULL
nombr.0a.KOMUNE;nombra;2;NULL
nombr.0a.prie;nombra;1;NULL
nombr.0ilo;nombrilo;;NULL
nombr.0isto;nombristo;;NULL
nombr.0isto.gxenerale;nombristo;1;NULL
nombr.0isto.popol;nombristo;2;NULL
nombr.0o;nombro;;NULL
nombr.0o.grupo;nombro;2;NULL
nombr.0ono;nombrono;;NULL
nombr.0onomo;nombronomo;;NULL
nombr.0onomo.GRA;nombronomo;;NULL
nombr.du0o;dunombro;;NULL
nombr.du0o.GRA;dunombro;;NULL
nombr.mez0o;meznombro;;uv_M
nombr.mez0o;meznombro;;akkor_de
nombr.mez0o;mezonombro;;uv_M
nombr.mez0o;mezonombro;;akkor_de
nombr.mez0o.MAT;meznombro;;uv_M
nombr.mez0o.MAT;meznombro;;akkor_de
nombr.mez0o.MAT;mezonombro;;uv_M
nombr.mez0o.MAT;mezonombro;;akkor_de
nombr.mult0i;multnombri;;NULL
nombr.mult0i;multenombri;;NULL
nombr.natura0o;natura nombro;;NULL
nombr.natura0o.MAT;natura nombro;;NULL
nombr.ne0ebla;nenombrebla;;NULL
nombr.ne0ebla.GRA;nenombrebla;2;NULL
nombr.ne0ebla.KOMUNE;nenombrebla;1;NULL
nombr.popol0ado;popolnombrado;;NULL
nombr.popol0ado.POL;popolnombrado;;NULL
nombr.unu0a;ununombra;;NULL
nombr.unu0a.GRA;ununombra;;NULL
nominac.0o;nominacio;;NULL
nominac.0o.GRA;nominacio;;NULL
nord.0ede;norde de;;NULL
norm.0i;normi;;NULL
norm.0i.MAT;normi;;NULL
norm.0o;normo;;NULL
norm.0o.MAT;normo;4;NULL
norm.0o.konvencio;normo;2;NULL
norm.0umi;normumi;;NULL
norm.0umita;normumita;;NULL
norm.duon0o;duonnormo;;NULL
norm.sen0eco;sennormeco;;NULL
norm.sen0eco.KOMUNE;sennormeco;;NULL
norm.unu0a;ununorma;;NULL
norm.unu0igi;ununormigi;;NULL
normal.0o;normalo;;NULL
normal.0o.KOMUNE;normalo;1;NULL
normal.0o.MAT;normalo;2;NULL
normal.0ulo;normalulo;;NULL
norman.0a;normana;;NULL
norman.0a.normanda;normana;2;NULL
norman.0a.vikinga;normana;1;NULL
norman.0o;normano;;NULL
norman.0o.normando;normano;2;NULL
norman.0o.vikinga;normano;1;NULL
normand.0a;normanda;;NULL
normand.0a.rilata;normanda;;NULL
not.0o;noto;;uv_N
not.0o.MUZ;noto;2;uv_N
not.bank0o;banknoto;;NULL
not.bank0o.EKON;banknoto;;NULL
not.pied0i;piednoti;;NULL
not.pied0i.TIP;piednoti;;NULL
not.pri0o;prinoto;;NULL
not.pri0o.TIP;prinoto;;NULL
notic.0o;notico;;NULL
notic.0o.KOMUNE;notico;;NULL
nov.0eca;noveca;;NULL
nov.0ismo;novismo;;NULL
nov.0ismo.BELA;novismo;2;NULL
nov.de0e;denove;;NULL
nov.de0e.KOMUNE;denove;;NULL
nov.mal0ajxo;malnovaĵo;;ekz_25
nov.mal0ajxo;malnovaĵo;;ekz_25
nov.mal0ajxo;malnovaĵo;;ekz_25
nov.mal0ajxo;malnovaĵo;;uv_A
nov.mal0ajxo;malnovaĵo;;uv_A
nov.mal0ajxo.io;malnovaĵo;;ekz_25
nov.mal0ajxo.io;malnovaĵo;;ekz_25
nov.mal0ajxo.io;malnovaĵo;;ekz_25
nov.mal0ajxo.io;malnovaĵo;;uv_A
nov.mal0ajxo.io;malnovaĵo;;uv_A
nov.re0gxi;renoviĝi;;NULL
nov.re0gxi.KOMUNE;renoviĝi;;NULL
nov.re0igi;renovigi;;NULL
nov.re0igi.KOMUNE;renovigi;;NULL
nov.tromp0ajxo;trompnovaĵo;;NULL
nov.tromp0ajxo.INF;trompnovaĵo;;NULL
noval.0igi;novaligi;;NULL
noval.0igi.AGR;novaligi;;NULL
noval.0o;novalo;;NULL
noval.0o.AGR;novalo;;NULL
novel.0isto;novelisto;;NULL
novgorod.0o;Novgorodo;;NULL
novic.0a;novica;;NULL
novic.0a.FIG;novica;;NULL
novic.0o;novico;;NULL
nuaksxot.0o;Nuakŝoto;;NULL
nub.sen0a;sennuba;;NULL
nub.sen0a.FIG;sennuba;2;NULL
nub.sen0a.MET;sennuba;1;NULL
nubi.0ano;Nubiano;;NULL
nubi.0o;Nubio;;NULL
nubi.0o.regiono;Nubio;;NULL
nud.0a;nuda;;NULL
nud.0igxi;nudiĝi;;NULL
nud.0igxi.KOMUNE;nudiĝi;;NULL
nukle.0a;nuklea;;NULL
nukle.0a.BIO;nuklea;1;NULL
nukle.0a.FIZ;nuklea;2;NULL
nukle.0o;nukleo;;NULL
nukleotid.0o;nukleotido;;NULL
nukleotid.0o.GNT;nukleotido;;NULL
nukleozid.0o;nukleozido;;NULL
nukualof.0o;Nukualofo;;NULL
nul0.0;nul;;oa_8
nul0.0;nul;;oa_8
nul0.0;nul;;oa_8
nul0.0.cifero;nul;2;oa_8
nul0.0.cifero;nul;2;oa_8
nul0.0.cifero;nul;2;oa_8
nul0.0.nombro;nul;1;oa_8
nul0.0.nombro;nul;1;oa_8
nul0.0.nombro;nul;1;oa_8
nul0.0ejo;nulejo;;NULL
nul0.0i;nuli;;NULL
nul0.0i.KOMUNE;nuli;1;NULL
nul0.0i.MAT;nuli;2;NULL
nul0.0iganto;nuliganto;;NULL
nul0.0igxi;nuliĝi;;NULL
nul0.0igxi.KOMUNE;nuliĝi;1;NULL
nul0.ekde_0o;ekde nulo;;NULL
nul0.ekde_0o.KOMUNE;ekde nulo;;NULL
numer.0ebla;numerebla;;NULL
numer.0ebla.KOMUNE;numerebla;1;NULL
numer.0ebla.MAT;numerebla;2;NULL
numer.prov0o;provnumero;;NULL
numer.signo0o;signonumero;;NULL
numera.0o;numeralo;;NULL
numerologi.0o;numerologio;;NULL
numerologi.0o.DIV;numerologio;;NULL
numid1.0o;numido;;NULL
nun.00e;nunnune;;NULL
nun.00e.FRAZ;nunnune;;NULL
nun.0ajxo;nunaĵo;;NULL
nunavut.0o;Nunavuto;;NULL
nuo.0o;nuo;;NULL
nuo.0o.LIN;nuo;;NULL
nur.0;nur;;ekz_12
nur.0;nur;;uv_N
nur.00a;nurnura;;NULL
nur.00a.KOMUNE;nurnura;;NULL
nursultan.0o;Nursultano;;NULL
nursultan.0o;Astano;;NULL
nursultan.0o.cxefurbo;Nursultano;;NULL
nursultan.0o.cxefurbo;Astano;;NULL
nutr.0o;nutro;;NULL
nutr.0o.BIO;nutro;;NULL
nutr.mam0o;mamnutro;;NULL
nutr.mis0ado;misnutrado;;NULL
nutr.mis0ado.DIET;misnutrado;;NULL
nutr.sub0ado;subnutrado;;NULL
nutr.sub0ado.DIET;subnutrado;;NULL
o1.0;o;;gra_fr
o1.0;o;;gra_fr
o1.0;o;;gra_en
o1.0;o;;gra_en
o1.0;o;;gra_en
o1.0;o;;gra_en
o1.0;o;;gra_en
o1.0;o;;gra_de
o1.0;o;;gra_de
o1.0;o;;gra_ru
o1.0;o;;gra_ru
o1.0;o;;gra_pl
o1.0;o;;gra_pl
o1.0;o;;ekz_5
o1.0;o;;uv_O
o1.0;o;;oa_7
o1.0.vokalo;o;;gra_fr
o1.0.vokalo;o;;gra_fr
o1.0.vokalo;o;;gra_en
o1.0.vokalo;o;;gra_en
o1.0.vokalo;o;;gra_en
o1.0.vokalo;o;;gra_en
o1.0.vokalo;o;;gra_en
o1.0.vokalo;o;;gra_de
o1.0.vokalo;o;;gra_de
o1.0.vokalo;o;;gra_ru
o1.0.vokalo;o;;gra_ru
o1.0.vokalo;o;;gra_pl
o1.0.vokalo;o;;gra_pl
o1.0.vokalo;o;;ekz_5
o1.0.vokalo;o;;uv_O
o1.0.vokalo;o;;oa_7
obe.0eal;obee al;;NULL
obe.0eal.KOMUNE;obee al;;NULL
obe.0ema;obeema;;NULL
obe.0ema.KOMUNE;obeema;;NULL
obe.mal0i;malobei;;NULL
obez.0a;obeza;;NULL
obez.0a.MED;obeza;;NULL
obez.0o;obezo;;NULL
obez.0o;obezeco;;NULL
obez.0o.MED;obezo;;NULL
obez.0o.MED;obezeco;;NULL
objekt.0a;objekta;;NULL
objekt.0a.perceptebla;objekta;1;NULL
objekt.stud0o;studobjekto;;NULL
objekt.stud0o;objekto de studo;;NULL
objekt.stud0o.PED;studobjekto;;NULL
objekt.stud0o.PED;objekto de studo;;NULL
obl.0;-obl;;gra_fr
obl.0;-obl;;gra_en
obl.0;-obl;;gra_de
obl.0;-obl;;gra_ru
obl.0;-obl;;gra_pl
obl.0;-obl;;ekz_14
obl.0eco;obleco;;NULL
obl.n0a;n-obla;;NULL
obl.plur0a;plurobla;;NULL
oblikv.0a;oblikva;;NULL
oblikv.0eco;oblikveco;;NULL
oblikv.0eco.kie;oblikveco;1;NULL
oblikv.0eco.malrekteco;oblikveco;2;NULL
oblong.0a;oblonga;;NULL
observ.0ado;observado;;NULL
observ.0ejo;observejo;;NULL
observ.0ejo.KOMUNE;observejo;;NULL
observ.0ema;observema;;NULL
observ.0ema.KOMUNE;observema;;NULL
observ.0emo;observemo;;NULL
observ.0emo.rigardo;observemo;;NULL
observ.0i;observi;;NULL
observ.0o;observo;;NULL
observ.0o.ago;observo;1;NULL
observ.0o.io;observo;2;NULL
observ.mar0ejo;marobservejo;;NULL
observ.mar0ejo.MAR;marobservejo;;NULL
observ.stel0ejo;stelobservejo;;NULL
observ.stel0ejo;astronomia observejo;;NULL
observ.stel0ejo.AST;stelobservejo;;NULL
observ.stel0ejo.AST;astronomia observejo;;NULL
observ.veter0ejo;veterobservejo;;NULL
observ.veter0ejo;meteologia observejo;;NULL
observ.veter0ejo.MET;veterobservejo;;NULL
observ.veter0ejo.MET;meteologia observejo;;NULL
obstak.0i;obstakli;;NULL
obstak.0i.KOMUNE;obstakli;;NULL
obstru.0i;obstrukci;;NULL
obstru.0o;obstrukco;;NULL
obtuz.0a;obtuza;;NULL
ocean.Atlanta_O0o;Atlanta Oceano;;NULL
ocean.Atlanta_O0o;Atlantika Oceano;;NULL
ocean.Silenta_O0o;Silenta Oceano;;NULL
ocean.Silenta_O0o;Pacifika Oceano;;NULL
ocel.0o;ocelo;;NULL
ocel.0o.FORM;ocelo;2;NULL
ocel.0o.ZOO;ocelo;1;NULL
odes.0o;Odeso;;NULL
odisx.0o;Odiŝo;;NULL
odisx.0o.GEOG;Odiŝo;;NULL
odor.bon0a;bonodora;;NULL
odor.bon0a.SEN;bonodora;;NULL
odor.bon0o;bonodoro;;NULL
odor.bon0o.SEN;bonodoro;;NULL
oer.0o;oero;;NULL
oer.0o.EKON;oero;;NULL
ofend.0igxema;ofendiĝema;;NULL
ofend.0igxema.PSI;ofendiĝema;;NULL
ofend.sen0a;senofenda;;NULL
ofend.sen0a.KOMUNE;senofenda;;NULL
ofer.0i;oferi;;NULL
ofer.0i.SPO;oferi;4;NULL
ofer.0o;ofero;;NULL
ofer.0o.ado;ofero;1;NULL
ofer.0o.ajxo;ofero;2;NULL
ofer.bucx0o;buĉofero;;NULL
ofer.bucx0o.REL;buĉofero;;NULL
ofer.dank0o;dankofero;;NULL
ofer.dank0o.REL;dankofero;;NULL
ofer.versx0o;verŝofero;;NULL
ofer.versx0o.REL;verŝofero;;NULL
ofic.centra_0ejo;centra oficejo;;NULL
ofic.en0igxi;enoficiĝi;;NULL
ofic.en0igxi.POL;enoficiĝi;;NULL
ofic.sen0igi;senoficigi;;NULL
ofic.sen0igi.POL;senoficigi;;NULL
ofic.sxtat0isto;ŝtatoficisto;;NULL
ofic.sxtat0isto.POL;ŝtatoficisto;;NULL
oficia.0e;oficiale;;NULL
oficia.0e.POL;oficiale;;NULL
oficia.0ulo;oficialulo;;NULL
oficia.0ulo.POL;oficialulo;;NULL
oficir.0o;oficiro;;NULL
oficir.0o.MAR;oficiro;2;NULL
oficir.0o.en_ordeno;oficiro;3;NULL
ofsajd.0i;ofsajdi;;NULL
ofsajd.0o;ofsajdo;;NULL
ofset.0o;ofseto;;NULL
ofset.0o.TIP;ofseto;;NULL
oft.0igi;oftigi;;NULL
oft.0igi.KOMUNE;oftigi;;NULL
oft.0igxi;oftiĝi;;NULL
oft.0igxi.KOMUNE;oftiĝi;;NULL
oftalmolog.0o;oftalmologo;;NULL
oftalmolog.0o.MED;oftalmologo;;NULL
ogr.0ino;ogrino;;NULL
ogr.0ino.MIT;ogrino;;NULL
ogr.0o;ogro;;NULL
ogr.0o.MIT;ogro;1;NULL
ogr.0o.romia;ogro;2;NULL
oguz.0o;oguzo;;NULL
oid.0;-oid;;NULL
oid.0.KOMUNE;-oid;;NULL
ojdi.0o;ojdio;;NULL
ojdi.0o.AGR;ojdio;;NULL
okaz.0antajxo;okazantaĵo;;NULL
okaz.0antajxo.KOMUNE;okazantaĵo;;NULL
okaz.0ede;okaze de;;NULL
okaz.0ede.kiam;okaze de;;NULL
okaz.0intajxo;okazintaĵo;;NULL
okaz.0intajxo.KOMUNE;okazintaĵo;;NULL
okaz.0o_de_bezono;okazo de bezono;;NULL
okaz.0o_de_bezono;okazo de neceso;;NULL
okaz.0o_de_bezono;okazo de urĝeco;;NULL
okaz.0ontajxo;okazontaĵo;;NULL
okaz.0ontajxo.KOMUNE;okazontaĵo;;NULL
okaz.aparta0o;aparta okazo;;NULL
okaz.elementa0o;elementa okazo;;NULL
okaz.elementa0o.MAT;elementa okazo;;NULL
okaz.en_la_0o_se;en la okazo se;;NULL
okaz.en_la_0o_se;en la okazo ke;;NULL
okaz.en_la_0o_se;okaze ke;;NULL
okaz.en_la_0o_se.ARG;en la okazo se;;NULL
okaz.en_la_0o_se.ARG;en la okazo ke;;NULL
okaz.en_la_0o_se.ARG;okaze ke;;NULL
okaz.felicx0e;feliĉokaze;;NULL
okaz.felicx0e.KOMUNE;feliĉokaze;;NULL
okaz.gxust0e;ĝustokaze;;NULL
okaz.gxust0e.KOMUNE;ĝustokaze;;NULL
okaz.inter0ajxo;interokazaĵo;;NULL
okaz.inter0ajxo;flankokazaĵo;;NULL
okaz.inter0ajxo.KOMUNE;interokazaĵo;;NULL
okaz.inter0ajxo.KOMUNE;flankokazaĵo;;NULL
okaz.kun0eco;kunokazeco;;NULL
okaz.kun0eco.KOMUNE;kunokazeco;;NULL
okaz.kun0i;kunokazi;;NULL
okaz.laux0e;laŭokaze;;NULL
okaz.lim0o;limokazo;;NULL
okaz.lim0o.KOMUNE;limokazo;;NULL
okaz.neniu0e;neniuokaze;;NULL
okaz.neniu0e;neniaokaze;;NULL
okaz.por0a;porokaza;;NULL
okaz.por0a.KOMUNE;porokaza;;NULL
okcide.0ede;okcidente de;;NULL
okcitan.0a;okcitana;;NULL
okcitan.0o;okcitano;;NULL
okcitani.0o;Okcitanio;;NULL
oklahom.0o;Oklahomo;;NULL
oklahom.0o.GEOG;Oklahomo;;NULL
oksford.0o;Oksfordo;;NULL
oksford.0o.urbo;Oksfordo;;NULL
oksid.0igi;oksidigi;;NULL
oksid.0igi;oksidi;;NULL
oksid.0igi.KEM_malstrikte;oksidigi;2;NULL
oksid.0igi.KEM_malstrikte;oksidi;2;NULL
oksid.dek0o;dekoksido;;NULL
oksid.dekunu0o;dekunuoksido;;NULL
oksid.du0o;duoksido;;NULL
oksid.kvar0o;kvaroksido;;NULL
oksid.kvin0o;kvinoksido;;NULL
oksid.naux0o;naŭoksido;;NULL
oksid.ne0igebla;neoksidigebla;;NULL
oksid.ne0igebla.KEM;neoksidigebla;;NULL
oksid.ok0o;okoksido;;NULL
oksid.plur0o;pluroksido;;NULL
oksid.sep0o;sepoksido;;NULL
oksid.ses0o;sesoksido;;NULL
oksid.tri0o;trioksido;;NULL
oksid.unu0o;unuoksido;;NULL
oksitocin.0o;ocitocino;;NULL
oksitocin.0o;oksitocino;;NULL
oksitocin.0o.FIZL;ocitocino;;NULL
oksitocin.0o.FIZL;oksitocino;;NULL
oktant.O0o;Oktanto;;NULL
oktant.O0o.AST;Oktanto;;NULL
oktav.0o;oktavo;;oa_2
oktav.0o.KRI;oktavo;3;oa_2
oktobr.0a;oktobra;;NULL
okul.0egi;okulegi;;NULL
okul.0egi.KOMUNE;okulegi;;NULL
okul.akr0a;akrokula;;NULL
okul.akr0a;akraokula;;NULL
