fabo;fab.0o.BOT;蚕豆[cán dòu]
malfortiĝi;fort.mal0igxi;衰退[shuāi tuì]
malfortiĝi;fort.mal0igxi;衰[shuāi]
malfortiĝi;fort.mal0igxi;懈气[xiè qì]
perforta;fort.per0a;強迫[qiǎng pò]
perforta;fort.per0a;用武力[yòng wǔ lì]
perforta;fort.per0a;勍[qíng]
perforti;fort.per0i;奸污[jiān wū]
perforti;fort.per0i;违背[wéi bèi]
perforto;fort.per0o;上級[shàng jí]
perforto;fort.per0o;枢轴[shū zhóu]
perforto;fort.per0o;暴力[bào lì]
perforti;fort.per0i;訴諸武力[sù zhū wǔ lì]
perfortulo;fort.per0ulo;兇手[xiōng shǒu]
senforta;fort.sen0a;疲軟[pí ruǎn]
senforta;fort.sen0a;尪[wāng]
senforta;fort.sen0a;无动力[wú dòng lì]
senforta;fort.sen0a;沒勁[méi jìn]
senforta;fort.sen0a;瘦弱[shòu ruò]
senforta;fort.sen0a;孱[chán]
senforta;fort.sen0a;昏倒[hūn dǎo]
senforta;fort.sen0a;失去知覺[shī qù zhī jué]
superforti;fort.super0i;打敗[dǎ bài]
superforti;fort.super0i;抶[chì]
superforti;fort.super0i;使人感动[shǐ rén gǎn dòng]
superforti;fort.super0i;令人倾倒[lìng rén qīng dào]
superforti;fort.super0i;擂[lèi]
superforti;fort.super0i;拷[kǎo]
superforti;fort.super0i;拷打[kǎo dǎ]
superforti;fort.super0i;忍[rěn]
superforto;fort.super0o.JUR;人力不可抗力[rén lì bù kě kàng lì]
superforto;fort.super0o.JUR;不可抗拒的力量[bù kě kàng jù de lì liàng]
superforto;fort.super0o.JUR;不可抗力[bù kě kàng lì]
Fortalezo;fortalez.0o;福塔雷萨[fú tǎ léi sà]
fortika;fortik.0a.materialo;牢牢[láo láo]
fortika;fortik.0a.materialo;稳固地[wěn gù de]
fortika;fortik.0a.materialo;束住[shù zhù]
fortika;fortik.0a.materialo;坚强[jiān qiáng]
fortika;fortik.0a.materialo;扎实[zhā shi]
fortika;fortik.0a.MIL;使坚固[shǐ jiān gù]
fortika;fortik.0a.MIL;使固定[shǐ gù dìng]
fortika;fortik.0a.FIG;寔[shí]
fortikaĵo;fortik.0ajxo.ARKI;筑要塞[zhú yào sāi]
fortikaĵo;fortik.0ajxo.ARKI;以要塞防守[yǐ yào sāi fáng shǒu]
fortikaĵo;fortik.0ajxo.ARKI;堡[bǎo]
fortikaĵo;fortik.0ajxo.ARKI;要塞[yào sài]
fortreso;fortres.0o;筑要塞[zhú yào sāi]
fortreso;fortres.0o;以要塞防守[yǐ yào sāi fáng shǒu]
fortreso;fortres.0o;堡[bǎo]
fortuni;fortun.0i;遂[suì]
fortuni;fortun.0i;得逞[dé chěng]
fortuno;fortun.0o;紅運[hóng yùn]
fortuno;fortun.0o;福气[fú qì]
forumo;forum.0o;論壇[lùn tán]
forumo;forum.0o;討論會[tǎo lùn huì]
fosaĵo;fos.0ajxo;堑[qiàn]
fosaĵo;fos.0ajxo;沟渠[gōu qú]
fosaĵo;fos.0ajxo;凼[dàng]
fosaĵo;fos.0ajxo;壕[háo]
fosaĵo;fos.0ajxo;运河[yùn hé]
fosaĵo;fos.0ajxo;水沟[shuǐ gōu]
fosaĵo;fos.0ajxo;渠[qú]
fosaĵo;fos.0ajxo;坑塘[kēng táng]
fosaĵo;fos.0ajxo;硐[dòng]
fosi;fos.0i;掘[jué]
fosi;fos.0i;挖土[wā tǔ]
fosi;fos.0i;凿[záo]
fosi;fos.0i;厥[jué]
fosi;fos.0i;刨[páo]
fosi;fos.0i;翻土[fān tǔ]
fosilo;fos.0ilo;鐵鍬[tiě qiāo]
fosilo;fos.0ilo;剷[chǎn]
fosilo;fos.0ilo;鏟子[chǎn zi]
fosilo;fos.0ilo;鍬[qiāo]
fosilo;fos.0ilo;鐵杴[tiě xiān]
fosilo;fos.0ilo;鑱[chán]
disfosi;fos.dis0i;耝[qù]
disfosi;fos.dis0i;翻土[fān tǔ]
disfosi;fos.dis0i;垡[fá]
elfosado;fos.el0ado;出土文物[chū tǔ wén wù]
elfosi;fos.el0i;刳[kū]
elfosi;fos.el0i;剜[wān]
elfosi;fos.el0i;挖掉[wā diào]
elfosi;fos.el0i;抠[kōu]
elfosi;fos.el0i;渠沟[qú gōu]
elfosi;fos.el0i;濠[háo]
enfosi;fos.en0i;入土[rù tǔ]
enfosi;fos.en0i;埋葬[mái zàng]
platfosilo;fos.plat0ilo;鍬[qiāo]
platfosilo;fos.plat0ilo;鍤[chā]
platfosilo;fos.plat0ilo;鎛[bó]
serĉfosi;fos.sercx0i;四处漫步[sì chù mán bù]
serĉfosi;fos.sercx0i;仔細挑選[zǐ xì tiāo xuǎn]
serĉfosi;fos.sercx0i;細心檢查[xì xīn jiǎn chá]
subfosi;fos.sub0i;窦[dòu]
trafosi;fos.tra0i;四处漫步[sì chù mán bù]
trafosi;fos.tra0i;仔細挑選[zǐ xì tiāo xuǎn]
trafosi;fos.tra0i;細心檢查[xì xīn jiǎn chá]
fosfata acido;fosfat.0aacido;磷酸[lín suān]
fosfato;fosfat.0o;磷酸酯[lín suān zhǐ]
fosfato;fosfat.0o;磷酸矿物[lín suān kuàng wù]
fosfato;fosfat.0o;磷酸盐[lín suān yán]
fosfito;fosfit.0o;亚磷酸盐[yà lín suān yán]
fosforo;fosfor.0o;燐[lín]
fosforesko;fosfor1.0o;磷光[lín guāng]
fosforesko;fosfor1.0o;磷火[lín huǒ]
fosforito;fosfor2.0o.MIN;磷矿[lín kuàng]
fosilio;fosili.0o;化石[huà shí]
fosto;fost.0o.paliso;樴[zhí]
fosto;fost.0o.paliso;高跷[gāo qiāo]
fosto;fost.0o.paliso;桩[zhuāng]
fosto;fost.0o.paliso;竿[gān]
fotaĵo;fot.0ajxo;照相术[zhào xiàng shù]
fotaĵo;fot.0ajxo;像片[xiàng piàn]
fotaĵo;fot.0ajxo;摄影学[shè yǐng xué]
fotaĵo;fot.0ajxo;摄影术[shè yǐng shù]
fotaparato;fot.0aparato;相机轻松[xiàng jī qīng sōng]
fotaparato;fot.0aparato;电视用摄影机[diàn shì yòng shè yǐng jī]
fotaparato;fot.0aparato;照像机[zhào xiàng jī]
fotaparato;fot.0aparato;照相机[zhào xiàng jī]
fotaparato;fot.0aparato;相机[xiàng jī]
foti;fot.0i;拍照[pāi zhào]
foti;fot.0i;拍照片[pāi zhào piàn]
foti;fot.0i;摄影[shè yǐng]
foti;fot.0i;复印机[fù yìn jī]
foti;fot.0i;照相[zhào xiàng]
fotilo;fot.0ilo;照像机[zhào xiàng jī]
fotilo;fot.0ilo;照相机[zhào xiàng jī]
fotilo;fot.0ilo;相机[xiàng jī]
fotilo;fot.0ilo;相机轻松[xiàng jī qīng sōng]
fotilo;fot.0ilo;电视用摄影机[diàn shì yòng shè yǐng jī]
fotisto;fot.0isto;女摄影师[nǚ shè yǐng shī]
fotisto;fot.0isto;摄影师[shè yǐng shī]
fotisto;fot.0isto;照相师[zhào xiàng shī]
foto;fot.0o;相框[xiàng kuāng]
foto;fot.0o;像框[xiàng kuàng]
tujfotilo;;一次成像照相机[yī cì chéng xiàng zhào xiàng jī]
fotelo;fotel.0o;沙发椅[shā fā yǐ]
fotelo;fotel.0o;单人沙发[dān rén shā fā]
fotografa aparato;fotogr.0aaparato;照像机[zhào xiàng jī]
fotografa aparato;fotogr.0aaparato;照相机[zhào xiàng jī]
fotografa aparato;fotogr.0aaparato;相机[xiàng jī]
fotografa aparato;fotogr.0aaparato;相机轻松[xiàng jī qīng sōng]
fotografa aparato;fotogr.0aaparato;电视用摄影机[diàn shì yòng shè yǐng jī]
fotografaĵo;fotogr.0ajxo;照片[zhào piàn]
fotografaĵo;fotogr.0ajxo;相片[xiàng piàn]
fotografaĵo;fotogr.0ajxo;护照照[hù zhào zhào]
fotografaĵo;fotogr.0ajxo;證件照[zhèng jiàn zhào]
fotografaĵo;fotogr.0ajxo;相框[xiàng kuāng]
fotografaĵo;fotogr.0ajxo;像框[xiàng kuàng]
fotografi;fotogr.0i;拍照片[pāi zhào piàn]
fotografi;fotogr.0i;摄影[shè yǐng]
fotografi;fotogr.0i;拍照[pāi zhào]
fotografi;fotogr.0i;照相[zhào xiàng]
fotografilo;fotogr.0ilo;照像机[zhào xiàng jī]
fotografilo;fotogr.0ilo;照相机[zhào xiàng jī]
fotografilo;fotogr.0ilo;相机[xiàng jī]
fotografilo;fotogr.0ilo;相机轻松[xiàng jī qīng sōng]
fotografilo;fotogr.0ilo;电视用摄影机[diàn shì yòng shè yǐng jī]
fotografisto;fotogr.0isto;女摄影师[nǚ shè yǐng shī]
fotografisto;fotogr.0isto;照相师[zhào xiàng shī]
fotografisto;fotogr.0isto;摄影师[shè yǐng shī]
fotogravuro;fotogr2.0o;珂罗版印刷[kē luó bǎn yìn shuà]
fotokopii;fotokopi.0i;影印[yǐng yìn]
fotokopiilo;fotokopi.0ilo;光电复印机[guāng diàn fù yìn jī]
fotokopio;fotokopi.0o;影印件[yǐng yìn jiàn]
fotokopio;fotokopi.0o;光电复印[guāng diàn fù yìn]
fotolitografio;fotoli.0o;光刻技术[guāng kè jì shù]
fotolitografio;fotoli.0o;光刻[guāng kè]
fotometro;fotome.0o;光度計[guāng dù jì]
fotolizo;;光解[guāng jiě]
fotono;foton.0o;光量子[guāng liàng zǐ]
fotosfero;fotosf.0o;光球[guāng qiú]
fotosintezo;;光合作用[guāng hé zuò yòng]
fotosintezo;;光合[guāng hé]
fototipio;fototi.0o;珂罗版印刷[kē luó bǎn yìn shuà]
fragila;fragil.0a;易折断[yì zhé duàn]
fragila;fragil.0a;会破[huì pò]
fragila;fragil.0a;易碎品[yì suì pǐn]
fragila;fragil.0a;娇贵[jiāo guì]
fragmenta;fragme.0a;碎[suì]
fragmenta;fragme.0a;零星[líng xīng]
fragmenta;fragme.0a;百思不解[bǎi sī bù jiě]
fragmenta;fragme.0a;支离破碎[zhī lí pò suì]
fragmenta;fragme.0a;星星点点[xīng xīng diǎn diǎn]
fragmenta;fragme.0a;零碎[líng suì]
fragmenta;fragme.0a;間斷地[jiàn duàn de]
fragmento;fragme.0o.rompopeco;碎块[suì kuài]
fragmento;fragme.0o.rompopeco;虀[jī]
fragmento;fragme.0o.rompopeco;齏[jī]
fragmento;fragme.0o.rompopeco;断片[duàn piàn]
fragmento;fragme.0o.rompopeco;片段[piàn duàn]
fragmento;fragme.0o.rompopeco;微少[wēi shǎo]
fragmento;fragme.0o.rompopeco;砟[zhǎ]
fragmento;fragme.0o.rompopeco;碎片[suì piàn]
fragmitejo;fragmi.0ejo;芦苇丛[lú wěi cóng]
fragmito;fragmi.0o;芦笛[lú dí]
fragmito;fragmi.0o;茅草[máo cǎo]
fragmito;fragmi.0o;香蒲[xiāng pú]
fraji;fraj.0i;下蛋[xià dàn]
fraji;fraj.0i;摔子[shuāi zǐ]
frajo;;魚卵[yú luǎn]
frajtaĵo;frajt.0ajxo;水力[shuǐ lì]
frajtaĵo;frajt.0ajxo;傤[zài]
frajtaĵo;frajt.0ajxo;貨物[huò wù]
frajti;frajt.0i;装运[zhuāng yùn]
frajti;frajt.0i;租船[zū chuán]
frajti;frajt.0i;含运费[hán yùn fèi]
frajti;frajt.0i;送貨[sòng huò]
frajtiganto;frajt.0iganto;托运人[tuō yùn rén]
frajto;frajt.0o;水力[shuǐ lì]
frajto;frajt.0o;傤[zài]
frajto;frajt.0o;貨物[huò wù]
frakasi;frakas.0i;震落[zhèn là]
frakasi;frakas.0i;打垮[dǎ kuǎ]
frakasi;frakas.0i;击碎[jī suì]
frakasi;frakas.0i;粉碎[fěn suì]
frakasi;frakas.0i;使破坏[shǐ pò huài]
frakasi;frakas.0i;毀滅[huǐ miè]
frakasiĝi;frakas.0igxi;受到破坏[shòu dào pò huài]
frakasiĝi;frakas.0igxi;受破坏[shòu pò huài]
frakciigi;frakci.0igi;分餾[fēn liú]
frakciigi;frakci.0igi;瓜分[guā fēn]
frakcio;frakci.0o.POL;議會黨團[yì huì dǎng tuán]
frakcio;frakci.0o.POL;餾分[liù fēn]
frakcio;frakci.0o.POL;組分[zǔ fèn]
frakcio;frakci.0o.POL;派別[pài bié]
frakcistreko;frakci.0streko;分数线[fēn shù xiàn]
frakcistreko;frakci.0streko;分線[fèn xiàn]
fraktalo;fraktal.0o;分形[fēn xíng]
fraktalo;fraktal.0o;碎形[suì xíng]
fraktalo;fraktal.0o;分数维几何[fēn shù wéi jī hé]
framo;fram.0o;架[jià]
framasonismo;framas.0ismo;共济会[gòng jì huì]
framasono;framas.0o;共济会员[gòng jì huì yuán]
framasono;framas.0o;互济会会员[hù jì huì huì yuán]
frambo;framb.0o;覆盆子[fù pén zǐ]
frambo;framb.0o;树莓[shù méi]
frambo;framb.0o;木莓[mù méi]
frambo;framb.0o;餑餑頭[bō bo tóu]
frambujo;;覆盆字[fù pén zì]
franca;franc.0a;法式[fǎ shì]
franca;franc.0a;法語[fǎ yǔ]
franca;franc.0a;法文[fǎ wén]
franco;franc.0o;法国人[fǎ guó rén]
Francisko;;弗朗切斯科[fú lǎng qiē sī kē]
franciumo;francium.0o;鍅[fǎ]
franciumo;francium.0o;鈁[fāng]
franĉizo;;免賠額[miǎn péi é]
franĉizo;;銷售許可[xiāo shòu xǔ kě]
franĉizo;;公民权[gōng mín quán]
franda;frand.0a.KUI;美美[měi měi]
franda;frand.0a.KUI;最可口[zuì kě kǒu]
franda;frand.0a.KUI;最美味[zuì měi wèi]
franda;frand.0a.KUI;秀丽[xiù lì]
franda;frand.0a.KUI;可口[kě kǒu]
frandaĵo;frand.0ajxo;美味[měi wèi]
frandaĵo;frand.0ajxo;精致[jīng zhì]
frandaĵo;frand.0ajxo;珍饈[zhēn xiū]
frandema;frand.0ema;饞嘴[chán zuǐ]
frandema;frand.0ema;饞[chán]
frandemulo;;老饕[lǎo tāo]
frandemulo;;美食家[měi shí jiā]
frandi;frand.0i;偷偷地吃[tōu tōu dì chī]
frandinda;frand.0inda;纖巧[xiān qiǎo]
frandinda;frand.0inda;婥[chuò]
frandinda;frand.0inda;美美[měi měi]
franĝo;frangx.0o;刘海[liú hǎi]
franĝo;frangx.0o;流苏[liú sū]
franĝo;frangx.0o;蕤[ruí]
franĝo;frangx.0o;緣飾[yuán shì]
franko;frank.0o;法郎[fǎ láng]
franko;frank.0o;法国法郎[fǎ guó fǎ láng]
Frankfurto ĉe Odro;frankfurt.0oOdro;奥得河畔法兰克福[ào dé hé pàn fǎ lán kè fú]
Frankfurto ĉe Odro;frankfurt.0oOdro;奥德河畔法兰克福[ào dé hé pàn fǎ lán kè fú]
Frankfurto;frankfurt.F0o.che_majno;美因河畔法兰克福[měi yīn hé pàn fǎ lán kè fú]
Frankfurto;frankfurt.F0o;法兰克福[fǎ lán kè fú]
Frankfurto ĉe Majno;frankfurt.F0oMajno;美因河畔法兰克福[měi yīn hé pàn fǎ lán kè fú]
frapa;frap.0a;显目[xiǎn mù]
frapi;frap.0i;磕打[kē da]
frapi;frap.0i;抃[biàn]
frapi;frap.0i.bati;搉[què]
frapi;frap.0i.bati;抃[biàn]
frapi;frap.0i.produktiSonon;拍[pāi]
frapi;frap.0i.punbati;掴[guó]
frapi;frap.0i.punbati;击退[jí tuì]
frapi;frap.0i.punbati;被打[bèi dǎ]
frapi;frap.0i.punbati;剋[kēi]
frapi;frap.0i.punbati;打[dǎ]
frapi;frap.0i.tusxegi;抃[biàn]
frapi;frap.0i.tusxegi;蹶[jué]
frapiĝi;frap.0igxi;紧靠[jǐn kào]
frapilo;frap.0ilo;敲門者[qiāo mén zhě]
frapilo;frap.0ilo;門環[mén huán]
frapilo;frap.0ilo;敲門人[qiāo mén rén]
okulfrapa;frap.okul0a;荦荦[luò luò]
okulfrapa;frap.okul0a;浅显[qiǎn xiǎn]
okulfrapa;frap.okul0a;一目了然[yī mù liǎo rán]
okulfrapa;frap.okul0a;引人注目[yǐn rén zhù mù]
okulfrapa;frap.okul0a;倬[zhuō]
piedfrapi;frap.pied0i;夯[hāng]
sunfrapo;frap.sun0o.cerba;中暑[zhòng shǔ]
sunfrapo;frap.sun0o.cerba;日射病[rì shè bìng]
vangofrapo;frap.vango0o;耳光[ěr guāng]
vangofrapo;frap.vango0o;巴掌[bā zhǎng]
frataro;frat.0aro.GEN;昆仲[kūn zhòng]
frataro;frat.0aro.GEN;八拜交[bā bài jiāo]
frataro;frat.0aro.GEN;兄弟关系[xiōng dì guān xi]
frataro;frat.0aro.GEN;八拜之交[bā bài zhī jiāo]
frataro;frat.0aro.GEN;兄弟的关系[xiōng dì de guān xi]
frataro;frat.0aro.GEN;手足之情[shǒu zú zhī qíng]
frataro;frat.0aro.GEN;手足情誼[shǒu zú qíng yì]
fratino;frat.0ino;妹[mèi]
fratino;frat.0ino;姊姊[zǐ zi]
frato;frat.0o;弟兄[dì xiōng]
frato;frat.0o;同业者[tóng yè zhě]
frato;frat.0o;哥儿[gē r]
frato;frat.0o;社友[shè yǒu]
frato;frat.0o;兄或弟[xiōng huò dì]
frato;frat.0o;会友[huì yǒu]
frato;frat.0o;同业[tóng yè]
frato;frat.0o;同胞[tóng bāo]
bofratino;frat.bo0ino;妯娌[zhóu lǐ]
bofratino;frat.bo0ino;姐姐在法律[jiě jie zài fǎ lü]
bofratino;frat.bo0ino;姨妹[yí mèi]
bofratino;frat.bo0ino;嫂嫂[sǎo sao]
bofratino;frat.bo0ino;嫂[sǎo]
bofratino;frat.bo0ino;寡嫂[guǎ sǎo]
bofrato;frat.bo0o;郎舅[láng jiù]
bofrato;frat.bo0o;叔子[shū zi]
gefratoj;frat.ge0oj.GEN;兄弟姐妹[xiōng dì jiě mèi]
gefratoj;frat.ge0oj.GEN;兄弟姊妹[xiōng dì zǐ mèi]
interfratiĝi;frat.inter0igxi;結拜[jié bài]
fraŭdi;frauxd.0i;謾[mán]
fraŭdi;frauxd.0i;欺騙[qī piàn]
fraŭdi;frauxd.0i;糊弄[hù nong]
fraŭdi;frauxd.0i;譸[zhōu]
fraŭdi;frauxd.0i;誑[kuáng]
fraŭdisto;frauxd.0isto;騙子[piàn zi]
fraŭdisto;frauxd.0isto;挪用公款者[nuó yòng gōng kuǎn zhě]
fraŭdo;frauxd.0o;拐騙[guǎi piàn]
fraŭla;frauxl.0a;未婚[wèi hūn]
fraŭleco;frauxl.0eco;独身生活[dú shēn shēng huó]
fraŭlino;frauxl.0ino;未結婚的少女[wèi jié hūn de shào nǚ]
fraŭlino;frauxl.0ino;单身女人的称谓[dān shēn nǚ rén de chèn wèi]
fraŭlino;frauxl.0ino;閨女[guī nǚ]
fraŭlino;frauxl.0ino;少女[shào nǚ]
fraŭlo;frauxl.0o;未婚男子[wèi hūn nán zǐ]
fraŭlo;frauxl.0o;光棍儿[guāng gùn r]
fraŭlo;frauxl.0o;光棍[guāng gùn]
frazelemento;fraz.0elemento;句子成分[jù zi chéng fèn]
frazo;;句子[jù zi]
frapfrazo;fraz.frap0o;宣传口号[xuān chuán kǒu hào]
frapfrazo;fraz.frap0o;口号规范[kǒu hào guī fàn]
frapfrazo;fraz.frap0o;广告口号[guǎng gào kǒu hào]
frapfrazo;fraz.frap0o;吶喊聲[nà hǎn shēng]
frapfrazo;fraz.frap0o;广告词[guǎng gào cí]
frapfrazo;fraz.frap0o;口号[kǒu háo]
frapfrazo;fraz.frap0o;座右銘[zuò yòu míng]
frazeologio;;美言詞令[měi yán cí lìng]
Frederiko;frederik.0o;腓特烈[féi tè liè]
fregato;fregat.0o;三帆快速战舰[sān fán kuài sù zhàn jiàn]
fregato;fregat.0o;护卫舰[hù wèi jiàn]
fregato;fregat.0o;巡防舰[xún fáng jiàn]
frekvenco;frekve.0o.TEK;頻[pín]
frekvenco;frekve.0o.TEK;頻率[pín lü]
alta frekvenco;frekve.alta0o;高頻率[gāo pín lü]
alta frekvenco;frekve.alta0o;高周波[gāo zhōu bō]
alta frekvenco;frekve.alta0o;高頻[gāo pín]
fremda;fremd.0a.alilanda;外源性[wài yuán xìng]
fremda;fremd.0a.alilanda;洋[yáng]
fremda;fremd.0a.alilanda;异样[yì yàng]
fremdeco;fremd.0eco;不熟悉[bù shú xī]
fremdeco;fremd.0eco;陌生[mò shēng]
fremdiĝo;fremd.0igxo;距离感[jù lí gǎn]
fremdiĝo;fremd.0igxo;异化[yì huà]
fremdiĝo;fremd.0igxo;使疏远[shǐ shū yuǎn]
fremdiĝo;fremd.0igxo;疏远[shū yuǎn]
fremdulo;fremd.0ulo;陌生人[mò shēng rén]
fremdulo;fremd.0ulo;未詳[wèi xiáng]
fremdulo;fremd.0ulo;陌路[mò lù]
fremdulo;fremd.0ulo;紅毛[hóng máo]
freneza;frenez.0a.malsana;疯[fēng]
freneza;frenez.0a.malsana;疯狂[fēng kuáng]
freneza;frenez.0a.malsana;顛狂[diān kuáng]
freneza;frenez.0a.malsana;躁狂[zào kuáng]
freneza;frenez.0a.malsana;精神病[jīng shén bìng]
freneza;frenez.0a.malsana;有精神病[yǒu jīng shén bìng]
freneza;frenez.0a.malsana;狂[kuáng]
freneza;frenez.0a.malsana;疯颠[fēng diān]
frenezaĵo;;疯狂的事[fēng kuáng de shì]
frenezaĵo;;神經失常[shén jīng shī cháng]
frenezaĵo;;狂女[kuáng nǚ]
frenezaĵo;;疯女[fēng nǚ]
frenezaĵo;;发疯[fā fēng]
frenezaĵo;;蠢事[chǔn shì]
frenezaĵo;;狂暴[kuáng bào]
frenezaĵo;;疯狂[fēng kuáng]
freneziĝi;frenez.0igxi;发疯[fā fēng]
frenezo;frenez.0o;疯狂[fēng kuáng]
frenezo;frenez.0o;疯狂的事[fēng kuáng de shì]
frenezo;frenez.0o;神經失常[shén jīng shī cháng]
frenezo;frenez.0o;躁狂症[zào kuáng zhèng]
frenezo;frenez.0o;愚頑[yú wán]
frenezo;frenez.0o;蛊[gǔ]
frenezo;frenez.0o;疯狂的想法[fēng kuáng de xiǎng fǎ]
frenezo;frenez.0o;痫[xián]
frenezo;frenez.0o;丧心病狂[sàng xīn bìng kuáng]
frenezo;frenez.0o;神經病[shén jīng bìng]
frenezulo;frenez.0ulo;狂人[kuáng rén]
frenologio;frenol.0o;顱相學[lú xiāng xué]
freono;freon.0o;氟里昂[fú lǐ áng]
fresko;fresk.0o;湿壁画[shī bì huà]
freŝa;fresx.0a;最新[zuì xīn]
freŝe;fresx.0e;新鮮的[xīn xiān de]
freŝe;fresx.0e;鱻[xian]
freŝe;fresx.0e;淸爽[qīng shuǎng]
freŝe;fresx.0e;瀼[ráng]
malfreŝa;fresx.mal0a;陈[chén]
refreŝigaĵo;fresx.re0igajxo;提神用品[tí shén yòng pǐn]
refreŝigaĵo;fresx.re0igajxo;消除疲劳[xiāo chú pí láo]
refreŝigaĵo;fresx.re0igajxo;重振雄風[chóng zhèn xióng fēng]
refreŝigaĵo;fresx.re0igajxo;便餐[biàn cān]
refreŝigaĵo;fresx.re0igajxo;身心爽快[shēn xīn shuǎng kuài]
refreŝigi;fresx.re0igi;使淸爽[shǐ qīng shuǎng]
refreŝigi;fresx.re0igi;爽快[shuǎng kuài]
refreŝigi;fresx.re0igi;有精神[yǒu jīng shén]
refreŝiĝi;fresx.re0igxi;提神[tí shén]
refreŝiĝi;fresx.re0igxi;凉快[liáng kuai]
Freŭdo;freuxd.0o.PERS;西格蒙德弗洛伊德[xī gé méng dé fú luò yī dé]
Freŭdo;freuxd.0o.PERS;弗洛伊德[fú luò yī dé]
frezi;frez.0i;耕[gēng]
frezi;frez.0i;耕种[gēng zhòng]
frezi;frez.0i;銑[xǐ]
frezilo;frez.0ilo;銑鑽[xǐ zuān]
frezilo;frez.0ilo;銑刀[xiǎn dāo]
frezilo;frez.0ilo;鉸刀[jiǎo dāo]
frezmaŝino;frez.0masxino;鑽版機[zuān bǎn jī]
frezmaŝino;;銑床[xǐ chuáng]
frida;frid.0a;冷颼颼[lěng sōu sōu]
fridi;frid.0i;料峭[liào qiào]
frido;frid.0o;致冷[zhì lěng]
fridujo;frid.0ujo;电冰箱[diàn bīng xiāng]
fridujo;frid.0ujo;冰箱[bīng xiāng]
frikasi;frikas.0i;剁肉[duò ròu]
fringelo;fringe.0o;金雀[jīn què]
fringelo;fringe.0o;鶸[ruò]
fringedoj;fringe1.0oj;雀科[qiǎo kē]
friponaĵo;fripon.0ajxo;不正[bù zhèng]
friponaĵo;fripon.0ajxo;坏事[huài shì]
friponaĵo;fripon.0ajxo;戏弄[xì nòng]
friponeto;fripon.0eto;愛開玩笑者[ài kāi wán xiào zhě]
friponeto;fripon.0eto;淘气鬼[táo qì guǐ]
friponeto;fripon.0eto;无赖[wú lài]
friponeto;fripon.0eto;流浪汉[liú làng hàn]
fripono;fripon.0o;恶棍[è gùn]
fripono;fripon.0o;小人[xiǎo rén]
fripono;fripon.0o;懒人[lǎn rén]
kunfripono;;同犯[tóng fàn]
kunfripono;;从犯[cóng fàn]
kunfripono;;共犯[gòng fàn]
frisa;;弗裡西語[fú lǐ xī yǔ]
friska;frisk.0a;淸爽[qīng shuǎng]
friti;frit.0i;炸[zhá]
friti;frit.0i;氽[tǔn]
fritilo;frit.0ilo;电炸锅[diàn zhá guō]
Fritaŭno;fritauxn.0o;弗裡敦[fú lǐ dūn]
frivola;frivol.0a.iu;恌[tiāo]
frivola;frivol.0a.iu;慵[yōng]
frivola;frivol.0a.iu;跅[tuò]
frizaĵo;friz.0ajxo;发型[fǎ xíng]
frizaĵo;friz.0ajxo;发式[fà shì]
frizejo;friz.0ejo;理发馆[lǐ fà guǎn]
frizejo;friz.0ejo;发屋[fā wū]
frizejo;friz.0ejo;理发点[lǐ fǎ diàn]
frizejo;friz.0ejo;美发厅[měi fǎ tīng]
frizi;friz.0i;髽[zhuā]
frizisto;friz.0isto;美发师[měi fà shī]
frizisto;friz.0isto;理发师[lǐ fà shī]
frizisto;friz.0isto;理发员[lǐ fà yuán]
frizisto;friz.0isto;理发[lǐ fà]
fronto;front.0o.antauxo;战线[zhàn xiàn]
fronto;front.0o.antauxo;圉[yǔ]
fronto;front.0o.antauxo;跟前[gēn qián]
fronto;front.0o.antauxo;前[qián]
fronto;front.0o.antauxo;端侧[duān cè]
fronto;front.0o.antauxo;前端处理器[qián duān chǔ lǐ qì]
fronto;front.0o.antauxo;最前部[zuì qián bù]
fronto;front.0o.MIL;建筑物的外墙[jiàn zhù wù de wài qiáng]
fronto;front.0o.MIL;前敌[qián dí]
fronto;front.0o.MIL;脸面对的方向[liǎn miàn duì dì fāng xiàng]
fronto;front.0o.MIL;前線[qián xiàn]
fronto;front.0o.MIL;前額[qián é]
fronto;front.0o.MIL;前部[qián bù]
alfronti;front.al0i;相反[xiāng fǎn]
alfronti;front.al0i;咈[fú]
frontono;fronto.0o;山花[shān huā]
frosta;frost.0a;凉丝丝[liáng sī sī]
frosta;frost.0a;霜白[shuāng bái]
frosta;frost.0a;微凉[wēi liáng]
frosta;frost.0a;冷冰冰[lěng bīng bīng]
frosta;frost.0a;冷峻地[lěng jùn de]
frosta;frost.0a;凔[cāng]
frosta;frost.0a;凛[lǐn]
frosta;frost.0a;下霜[xià shuāng]
frosta;frost.0a;寒冷[hán lěng]
frosta;frost.0a;冷颼颼[lěng sōu sōu]
frosti;frost.0i;愛凍[ài dòng]
frosti;frost.0i;結冰[jié bīng]
frosti;frost.0i;冻[dòng]
frostigi;frost.0igi;冰[bīng]
frostigi;frost.0igi;冷冻[lěng dòng]
frostigilo;frost.0igilo;冷冻室[lěng dòng shì]
frostigilo;frost.0igilo;冷冻库[lěng dòng kù]
frosta;frost.0a;冷冻[lěng dòng]
frosta;frost.0a;速冻[sù dòng]
frostiĝi;frost.0igxi;結凍[jié dòng]
frostiĝi;frost.0igxi;結冰[jié bīng]
frosto;frost.0o;霜冻[shuāng dòng]
