#kap	mrk	lng	trd	ind
pa	pa.0	fr		bah !
paganismo	pagan.0ismo.REL	de		Paganismus
paganismo	pagan.0ismo.REL	de		Heidentum
paganismo	pagan.0ismo.REL	en		paganism
paganismo	pagan.0ismo.REL	fr		paganisme
pagano	pagan.0o	de	Heide (Religion)	Heide
pagano	pagan.0o	en		pagan
pagano	pagan.0o	fr	païen (subst.)	païen
pagano	pagan.0o.REL	de	Heide (Religion)	Heide
pagano	pagan.0o.REL	en		pagan
pagano	pagan.0o.REL	fr	païen (subst.)	païen
novpaganismo	pagan.nov0ismo	de		Neopaganismus
novpaganismo	pagan.nov0ismo	de		Neuheidentum
novpaganismo	pagan.nov0ismo	fr		néopaganisme
novpaganismo	pagan.nov0ismo.REL	de		Neopaganismus
novpaganismo	pagan.nov0ismo.REL	de		Neuheidentum
novpaganismo	pagan.nov0ismo.REL	fr		néopaganisme
pagelo	pagel.0o	fr		pageot
pagelo	pagel.0o.ZOO	fr		pageot
pagodo	pagod.0o	de		Pagode
pagodo	pagod.0o	en		pagoda
pagodo	pagod.0o	fr		pagode
pagro	pagr.0o	de	Gemeine Meerbrasse	Meerbrasse
pagro	pagr.0o	en		seabream
pagro	pagr.0o	fr		pagre
pagro	pagr.0o.ZOO	de	Gemeine Meerbrasse	Meerbrasse
pagro	pagr.0o.ZOO	en		seabream
pagro	pagr.0o.ZOO	fr		pagre
pagumo	pagum.0o	de		Larvenroller
pagumo	pagum.0o	en		masked palm civet
pagumo	pagum.0o	fr		civette palmiste à masque
paguro	pagur.0o	de		Einsiedlerkrebs
paguro	pagur.0o	en	hermit crab	crab
paguro	pagur.0o	fr		pagure
paguro	pagur.0o	fr	bernard-l'ermite	ermite
paguredoj	pagure.0oj	en		Paguridae
paguredoj	pagure.0oj	en		hermit crabs
paguredoj	pagure.0oj	de	Rechtshändige Einsiedlerkrebse	Einsiedlerkrebse
paguredoj	pagure.0oj	fr		Pagures
paĝaro	pagx.0aro	de		Site
paĝaro	pagx.0aro.RET	fr	site (web)	site
paĝaro	pagx.0aro.RET	de		Site
paĝo	pagx.0o	de		Seite
paĝo	pagx.0o	en		page
paĝo	pagx.0o	fr		page
paĝo	pagx.0o.TIP	de		Seite
paĝo	pagx.0o.TIP	en		page
paĝo	pagx.0o.TIP	fr		page
paĝo	pagx.0o.memoro	de		Seite
paĝo	pagx.0o.memoro	en		page
paĝo	pagx.0o.memoro	fr		page
paĝo	pagx.0o.retpagxo	de		Seite
paĝo	pagx.0o.retpagxo	en		page
paĝo	pagx.0o.retpagxo	fr		page
paĝo	pagx.0o.teksto	de		Seite
paĝo	pagx.0o.teksto	en		page
paĝo	pagx.0o.teksto	fr		page
paĝo	pagx.0o.verkero	de		Seite
paĝo	pagx.0o.verkero	en		page
paĝo	pagx.0o.verkero	fr		page
enpaĝigi	pagx.en0igi	de	setzen (Seite)	setzen
enpaĝigi	pagx.en0igi	fr		mettre en page
enpaĝigi	pagx.en0igi.TIP	de	setzen (Seite)	setzen
enpaĝigi	pagx.en0igi.TIP	fr		mettre en page
enpaĝigo	pagx.en0igo	fr		mise en page
flavaj paĝoj	pagx.flavaj0oj	de		gelbe Seiten
flavaj paĝoj	pagx.flavaj0oj	fr		pages jaunes
flavaj paĝoj	pagx.flavaj0oj.FIG	de		gelbe Seiten
flavaj paĝoj	pagx.flavaj0oj.FIG	fr		pages jaunes
hejmpaĝo	pagx.hejm0o	en		home page
hejmpaĝo	pagx.hejm0o	fr	page d'accueil (internet)	page d'accueil
hejmpaĝo	pagx.hejm0o.KOMP	de		Homepage
hejmpaĝo	pagx.hejm0o.KOMP	en		home page
hejmpaĝo	pagx.hejm0o.KOMP	fr	page d'accueil (internet)	page d'accueil
retpaĝaro	pagx.ret0aro	de		Website
retpaĝaro	pagx.ret0aro	fr	site (web)	site
retpaĝaro	pagx.ret0aro.RET	de		Website
retpaĝaro	pagx.ret0aro.RET	fr	site (web)	site
retpaĝo	pagx.ret0o	de		Webseite
retpaĝo	pagx.ret0o	de		Netzseite
retpaĝo	pagx.ret0o	fr		page web
retpaĝo	pagx.ret0o.RET	de		Webseite
retpaĝo	pagx.ret0o.RET	de		Netzseite
retpaĝo	pagx.ret0o.RET	fr		page web
titolpaĝo	pagx.titol0o	en		title page
titolpaĝo	pagx.titol0o	fr		page de titre
titolpaĝo	pagx.titol0o.TIP	de		Titelseite
titolpaĝo	pagx.titol0o.TIP	en		title page
titolpaĝo	pagx.titol0o.TIP	fr		page de titre
paĝio	pagxi.0o	NULL	NULL	NULL
paĝio	pagxi.0o.junulo	de		Page
paĝio	pagxi.0o.junulo	en		page
paĝio	pagxi.0o.junulo	fr		page
paĝio	pagxi.0o.karto	NULL	NULL	NULL
pajaco	pajac.0o	de		Possenreißer
pajaco	pajac.0o	en		clown
pajaco	pajac.0o	en		jester
pajaco	pajac.0o	en		fool
pajaco	pajac.0o	en		buffoon
pajaco	pajac.0o	fr	paillasse (bateleur)	paillasse
pajaco	pajac.0o.KOMUNE	de		Possenreißer
pajaco	pajac.0o.KOMUNE	en		clown
pajaco	pajac.0o.KOMUNE	en		jester
pajaco	pajac.0o.KOMUNE	en		fool
pajaco	pajac.0o.KOMUNE	en		buffoon
pajaco	pajac.0o.KOMUNE	fr	paillasse (bateleur)	paillasse
pajla	pajl.0a	de		Stroh-
pajla	pajl.0a.FIG	fr		de paille
pajla	pajl.0a.FIG	de		Stroh-
pajla	pajl.0a.el_pajlo	de		Stroh-
pajlero	pajl.0ero	de		Strohhalm
pajlero	pajl.0ero	fr		fétu
pajlero	pajl.0ero	fr		brin de paille
pajlero	pajl.0ero.KOMUNE	de		Strohhalm
pajlero	pajl.0ero.KOMUNE	fr		fétu
pajlero	pajl.0ero.KOMUNE	fr		brin de paille
pajlo	pajl.0o	de		Stroh
pajlo	pajl.0o	en		straw
pajlo	pajl.0o	fr		paille
pajlo	pajl.0o.AGR	de		Stroh
pajlo	pajl.0o.AGR	en		straw
pajlo	pajl.0o.AGR	fr		paille
pajloŝtopi	pajl.0osxtopi	de		ausstopfen
pajloŝtopi	pajl.0osxtopi	fr		empailler
pakaĵo	pak.0ajxo	NULL	NULL	NULL
pakaĵo	pak.0ajxo.bagagxo	de		Gepäck
pakaĵo	pak.0ajxo.bagagxo	en		luggage
pakaĵo	pak.0ajxo.bagagxo	fr		bagage
pakaĵo	pak.0ajxo.unupeco	de		Päckchen
pakaĵo	pak.0ajxo.unupeco	de		Paket
pakaĵo	pak.0ajxo.unupeco	de		Eingepacktes
pakaĵo	pak.0ajxo.unupeco	de		Verpacktes
pakaĵo	pak.0ajxo.unupeco	en		package
pakaĵo	pak.0ajxo.unupeco	fr		paquet
pakaĵo	pak.0ajxo.unupeco	fr		colis
pakaĵujo	pak.0ajxujo	de		Kofferraum
pakaĵujo	pak.0ajxujo	en		boot
pakaĵujo	pak.0ajxujo	en		trunk
pakaĵujo	pak.0ajxujo	fr		coffre
paketo	pak.0eto	de		Päckchen
paketo	pak.0eto	de	(kleines) Paket	Paket
paketo	pak.0eto	fr	paquet (de petite taille)	paquet
paki	pak.0i	de		packen
paki	pak.0i	en		pack
paki	pak.0i	fr		emballer
paki	pak.0i	fr		empaqueter
paki	pak.0i.enujigi	de		packen
paki	pak.0i.enujigi	en		pack
paki	pak.0i.enujigi	fr		emballer
paki	pak.0i.enujigi	fr		empaqueter
paki	pak.0i.plenigi	de		packen
paki	pak.0i.plenigi	en		pack
paki	pak.0i.plenigi	fr		emballer
paki	pak.0i.plenigi	fr		empaqueter
pako	pak.0o	de		Paket
pako	pak.0o	de	Pack (Gepäck)	Pack
pako	pak.0o	de		Gepäck
pako	pak.0o	en		package
pako	pak.0o	fr		paquet
pako	pak.0o.KOMUNE	de		Paket
pako	pak.0o.KOMUNE	de	Pack (Gepäck)	Pack
pako	pak.0o.KOMUNE	de		Gepäck
pako	pak.0o.KOMUNE	en		package
pako	pak.0o.KOMUNE	fr		paquet
pakumo	pak.0umo	de		Verpackung
pakumo	pak.0umo	en		packing
pakumo	pak.0umo	en		wrapping
pakumo	pak.0umo	fr		emballage
enpaki	pak.en0i	de		einpacken
enpaki	pak.en0i	fr		emballer
enpaki	pak.en0i.KOMUNE	de		einpacken
enpaki	pak.en0i.KOMUNE	fr		emballer
elpaki	pak.mal0i	de		auspacken
malpaki	pak.mal0i	de		auspacken
elpaki	pak.mal0i	de		entpacken
malpaki	pak.mal0i	de		entpacken
elpaki	pak.mal0i	en		unpack
malpaki	pak.mal0i	en		unpack
elpaki	pak.mal0i	fr		déballer
malpaki	pak.mal0i	fr		déballer
elpaki	pak.mal0i.KOMUNE	de		auspacken
malpaki	pak.mal0i.KOMUNE	de		auspacken
elpaki	pak.mal0i.KOMUNE	de		entpacken
malpaki	pak.mal0i.KOMUNE	de		entpacken
elpaki	pak.mal0i.KOMUNE	en		unpack
malpaki	pak.mal0i.KOMUNE	en		unpack
elpaki	pak.mal0i.KOMUNE	fr		déballer
malpaki	pak.mal0i.KOMUNE	fr		déballer
pakidermoj	pakide.0oj	de		Dickhäuter
pakidermoj	pakide.0oj	fr		pachydermes
pakidermoj	pakide.0oj.ZOO	de		Dickhäuter
pakidermoj	pakide.0oj.ZOO	fr		pachydermes
pakistana	pakistan.0a	de		pakistanisch
pakistana	pakistan.0a	en		Pakistani
pakistana	pakistan.0a	fr		pakistanais
pakistana	pakistan.0a	fr	pakistanaise (adj.)	pakistanaise
pakistanano	pakistan.0ano	de		Pakistaner
pakistanano	pakistan.0ano	de		Pakistanerin
pakistanano	pakistan.0ano	de		Pakistani
pakistanano	pakistan.0ano	en		Pakistani
pakistanano	pakistan.0ano	fr		Pakistanais
pakistanano	pakistan.0ano	fr	Pakistanaise (subst.)	Pakistanaise
Pakistano	pakistan.P0o	de		Pakistan
Pakistano	pakistan.P0o	en		Pakistan
Pakistano	pakistan.P0o	fr		Pakistan
Pakistano	pakistan.P0o	fr		République islamique du Pakistan
Pakistano	pakistan.P0o.GEOG	de		Pakistan
Pakistano	pakistan.P0o.GEOG	en		Pakistan
Pakistano	pakistan.P0o.GEOG	fr		Pakistan
Pakistano	pakistan.P0o.GEOG	fr		République islamique du Pakistan
pakto	pakt.0o	de		Pakt
pakto	pakt.0o	en		pact
pakto	pakt.0o	fr		pacte
pakto	pakt.0o.JUR	de		Pakt
pakto	pakt.0o.JUR	en		pact
pakto	pakt.0o.JUR	fr		pacte
pakto	pakt.0o.POL	de		Pakt
pakto	pakt.0o.POL	en		pact
pakto	pakt.0o.POL	fr		pacte
pala	pal.0a	de		blass
pala	pal.0a	de		fahl
pala	pal.0a	en		pale
pala	pal.0a	fr		pâle
pala	pal.0a.FIG	de		blass
pala	pal.0a.FIG	de		fahl
pala	pal.0a.FIG	en		pale
pala	pal.0a.FIG	fr		pâle
pala	pal.0a.nebrila	de		blass
pala	pal.0a.nebrila	de		fahl
pala	pal.0a.nebrila	en		pale
pala	pal.0a.nebrila	fr		pâle
pala	pal.0a.vizagxe	de		bleich
pala	pal.0a.vizagxe	de		blass
pala	pal.0a.vizagxe	de		fahl
pala	pal.0a.vizagxe	en		pale
pala	pal.0a.vizagxe	fr		pâle
paligi	pal.0igi	fr		faire pâlir
paligi	pal.0igi.FIG	de	verblassen lassen	verblassen
paligi	pal.0igi.FIG	de		abschwächen
paligi	pal.0igi.FIG	de		verdrängen
paligi	pal.0igi.FIG	fr		faire pâlir
paligi	pal.0igi.KOMUNE	de	erblassen lassen	erblassen
paligi	pal.0igi.KOMUNE	de	erbleichen lassen	erbleichen
paligi	pal.0igi.KOMUNE	fr		faire pâlir
paliĝi	pal.0igxi	fr		pâlir
paliĝi	pal.0igxi.FIG	de		verblassen
paliĝi	pal.0igxi.FIG	fr		pâlir
paliĝi	pal.0igxi.KOL	de		erblassen
paliĝi	pal.0igxi.KOL	fr		pâlir
palaceto	palac.0eto	de		Villa
palaceto	palac.0eto	de		Herrenhaus
palaceto	palac.0eto	de		Schlösschen
palaceto	palac.0eto	en		mansion
palaceto	palac.0eto	fr		hôtel particulier
palaco	palac.0o	de		Palast
palaco	palac.0o	de		Schloss
palaco	palac.0o	en		palace
palaco	palac.0o	fr		palais
paladio	paladi.0o	de		Palladium
paladio	paladi.0o	en		palladium
paladio	paladi.0o	fr		palladium
palafito	palafi.0o	de		Pfahlbau
palafito	palafi.0o	en		stilt house
palafito	palafi.0o	fr		maison sur pilotis
palafito	palafi.0o	fr		palafitte
palankeno	palank.0o	de		Sänfte
palankeno	palank.0o	de		Tragstuhl
palankeno	palank.0o	en		palanquin
palankeno	palank.0o	en		litter
palankeno	palank.0o	fr		palanquin
palata	palat.0a	en		palatal
palata	palat.0a	en		palatane
palata	palat.0a	fr		palatal
palata	palat.0a.ANA	en		palatal
palata	palat.0a.ANA	en		palatane
palata	palat.0a.ANA	fr		palatal
palato	palat.0o	de		Gaumen
palato	palat.0o	en		palate
palato	palat.0o	en		hard palate
palato	palat.0o	fr	palais (anatomie)	palais
palato	palat.0o.ANA	de		Gaumen
palato	palat.0o.ANA	en		palate
palato	palat.0o.ANA	en		hard palate
palato	palat.0o.ANA	fr	palais (anatomie)	palais
postpalato	palat.post0o	NULL	NULL	NULL
postpalato	palat.post0o.ANA	de		Gaumensegel
postpalato	palat.post0o.ANA	de		Velum
postpalato	palat.post0o.ANA	en		soft palate
postpalato	palat.post0o.ANA	en		muscular palate
postpalato	palat.post0o.ANA	en		velum
postpalato	palat.post0o.ANA	fr		palais mou
postpalato	palat.post0o.ANA	fr		voile du palais
palatalo	palata.0o	de		Palatal
palatalo	palata.0o	de		Gaumenlaut
palatalo	palata.0o	en		palatal
palatalo	palata.0o	fr		palatale
palatalo	palata.0o.konsonanto	de		Palatal
palatalo	palata.0o.konsonanto	de		Gaumenlaut
palatalo	palata.0o.konsonanto	en		palatal
palatalo	palata.0o.konsonanto	fr		palatale
Palaŭo	palaux.0o	NULL	NULL	NULL
Palaŭo	palaux.0o.GEOG	de		Palau
Palaŭo	palaux.0o.GEOG	en		Palau
Palaŭo	palaux.0o.GEOG	fr		Palaos
Palaŭo	palaux.0o.GEOG	fr		République des Palaos
palavri	palavr.0i	de		bereden
palavri	palavr.0i	fr		palabrer
palavri	palavr.0i.KOMUNE	de		bereden
palavri	palavr.0i.KOMUNE	fr		palabrer
palavro	palavr.0o	fr		palabre
palavro	palavr.0o.KOMUNE	de		Palaver
palavro	palavr.0o.KOMUNE	de		Thing
palavro	palavr.0o.KOMUNE	fr		palabre
paleo	pale.0o	de	Spelze (Deck-, Vor-)	Spelze
paleo	pale.0o	fr		glumelle
paleo	pale.0o.BOT	de	Spelze (Deck-, Vor-)	Spelze
paleo	pale.0o.BOT	fr		glumelle
paledo	paled.0o	de		Palette
paledo	paled.0o	de		Transportpalette
paledo	paled.0o	en		pallet
paledo	paled.0o	fr		palette
paledo	paled.0o.TRA	de		Palette
paledo	paled.0o.TRA	de		Transportpalette
paledo	paled.0o.TRA	en		pallet
paledo	paled.0o.TRA	fr		palette
paleo-	paleo.0	fr		paléo-
paleo-	paleo.0.PAL	fr		paléo-
paleoantropologo	paleoantropolog.0o	de		Paläoanthropologe
paleoantropologo	paleoantropolog.0o	fr		paléoanthropologiste
paleoantropologo	paleoantropolog.0o	fr		paléoanthropologue
paleoantropologo	paleoantropolog.0o.SCI	de		Paläoanthropologe
paleoantropologo	paleoantropolog.0o.SCI	fr		paléoanthropologiste
paleoantropologo	paleoantropolog.0o.SCI	fr		paléoanthropologue
paleoantropologiisto	paleoantropologi.0isto	en		paleoanthropologist
paleoantropologiisto	paleoantropologi.0isto	fr		paléoanthropologiste
paleoantropologiisto	paleoantropologi.0isto	fr		paléoanthropologue
paleoantropologiisto	paleoantropologi.0isto.SCI	en		paleoanthropologist
paleoantropologiisto	paleoantropologi.0isto.SCI	fr		paléoanthropologiste
paleoantropologiisto	paleoantropologi.0isto.SCI	fr		paléoanthropologue
paleoantropologio	paleoantropologi.0o	en		paleoanthropology
paleoantropologio	paleoantropologi.0o	fr		paléoanthropologie
paleoantropologio	paleoantropologi.0o.SCI	en		paleoanthropology
paleoantropologio	paleoantropologi.0o.SCI	fr		paléoanthropologie
paleoceno	paleocen.0o	de		Paläozän
paleoceno	paleocen.0o.GEOL	de		Paläozän
paleografiisto	paleog.0isto	en		palaeographer
paleografiisto	paleog.0isto	fr		paléographe
paleografiisto	paleog.0isto.HIS	en		palaeographer
paleografiisto	paleog.0isto.HIS	fr		paléographe
paleografio	paleog.0o	de		Paläographie
paleografio	paleog.0o	en		palaeography
paleografio	paleog.0o	fr		paléographie
paleografio	paleog.0o.HIS	de		Paläographie
paleografio	paleog.0o.HIS	en		palaeography
paleografio	paleog.0o.HIS	fr		paléographie
paleografo	paleograf.0o	de		Paläograf
paleografo	paleograf.0o	en		palaeographer
paleografo	paleograf.0o	fr		paléographe
paleografo	paleograf.0o.HIS	de		Paläograf
paleografo	paleograf.0o.HIS	en		palaeographer
paleografo	paleograf.0o.HIS	fr		paléographe
paleoklimato	paleoklimat.0o	de		Paläoklima
paleoklimato	paleoklimat.0o	en		palaeoclimate
paleoklimato	paleoklimat.0o	en		paleoclimate
paleoklimato	paleoklimat.0o	fr		paléoclimat
paleoklimato	paleoklimat.0o.MET	de		Paläoklima
paleoklimato	paleoklimat.0o.MET	en		palaeoclimate
paleoklimato	paleoklimat.0o.MET	en		paleoclimate
paleoklimato	paleoklimat.0o.MET	fr		paléoclimat
paleoklimatologo	paleoklimatolog.0o	en		palaeoclimatologist
paleoklimatologo	paleoklimatolog.0o	en		paleoclimatologist
paleoklimatologo	paleoklimatolog.0o	fr		paléoclimatologue
paleoklimatologo	paleoklimatolog.0o.MET	en		palaeoclimatologist
paleoklimatologo	paleoklimatolog.0o.MET	en		paleoclimatologist
paleoklimatologo	paleoklimatolog.0o.MET	fr		paléoclimatologue
paleoklimatologio	paleoklimatologi.0o	en		palaeoclimatology
paleoklimatologio	paleoklimatologi.0o	en		paleoclimatology
paleoklimatologio	paleoklimatologi.0o	fr		paléoclimatologie
paleoklimatologio	paleoklimatologi.0o.MET	en		palaeoclimatology
paleoklimatologio	paleoklimatologi.0o.MET	en		paleoclimatology
paleoklimatologio	paleoklimatologi.0o.MET	fr		paléoclimatologie
paleolitiko	paleolitik.0o	fr		paléolithique
paleolitiko	paleolitik.0o.PRA	fr		paléolithique
paleontologiisto	paleon.0isto	de		Paläontologe
paleontologiisto	paleon.0isto	en		paleontologist
paleontologiisto	paleon.0isto	fr		paléontologiste
paleontologiisto	paleon.0isto	fr		paléontologue
paleontologiisto	paleon.0isto.SCI	de		Paläontologe
paleontologiisto	paleon.0isto.SCI	en		paleontologist
paleontologiisto	paleon.0isto.SCI	fr		paléontologiste
paleontologiisto	paleon.0isto.SCI	fr		paléontologue
paleontologio	paleon.0o	de		Paläontologie
paleontologio	paleon.0o	en		paleontology
paleontologio	paleon.0o	fr		paléontologie
paleontologio	paleon.0o.SCI	de		Paläontologie
paleontologio	paleon.0o.SCI	en		paleontology
paleontologio	paleon.0o.SCI	fr		paléontologie
paleontologo	paleontolog.0o	de		Paläontologe
paleontologo	paleontolog.0o	en		paleontologist
paleontologo	paleontolog.0o	fr		paléontologiste
paleontologo	paleontolog.0o	fr		paléontologue
paleontologo	paleontolog.0o.PAL	de		Paläontologe
paleontologo	paleontolog.0o.PAL	en		paleontologist
paleontologo	paleontolog.0o.PAL	fr		paléontologiste
paleontologo	paleontolog.0o.PAL	fr		paléontologue
paleozoiko	paleozoik.0o	de		Paläozoikum
paleozoiko	paleozoik.0o	de		Erdaltertum
paleozoiko	paleozoik.0o	fr		paléozoïque
paleozoiko	paleozoik.0o.GEOL	de		Paläozoikum
paleozoiko	paleozoik.0o.GEOL	de		Erdaltertum
paleozoiko	paleozoik.0o.GEOL	fr		paléozoïque
Palermo	palerm.0o	NULL	NULL	NULL
Palermo	palerm.0o.urbo	de		Palermo
Palermo	palerm.0o.urbo	en		Palermo
Palermo	palerm.0o.urbo	fr		Palerme
Palestino	palestin.0o	en		Palestine
Palestino	palestin.0o	de		Palästina
paletro	paletr.0o	de		Palette
paletro	paletr.0o	en		palette
paletro	paletr.0o	fr	palette (de peintre)	palette
paletro	paletr.0o.BELA	de		Farbpalette
paletro	paletr.0o.BELA	de		Palette
paletro	paletr.0o.BELA	en		palette
paletro	paletr.0o.BELA	fr	palette (de peintre)	palette
paletro	paletr.0o.figure	de		Repertoire
paletro	paletr.0o.figure	de		Palette
paletro	paletr.0o.figure	en		palette
paletro	paletr.0o.figure	fr	palette (de peintre)	palette
Palio	pali.0o	de		Pali
Palio	pali.0o	en		Pali
Palio	pali.0o	fr		Pali
paliativa	paliat.0a	en		palliative
paliativa	paliat.0a	fr	palliatif (adj.)	palliatif
paliativa	paliat.0a.KOMUNE	de		palliativ
paliativa	paliat.0a.KOMUNE	en		palliative
paliativa	paliat.0a.KOMUNE	fr	palliatif (adj.)	palliatif
paliativi	paliat.0i	de	notdürftig versorgen	versorgen
paliativi	paliat.0i	fr		pallier
paliativi	paliat.0i.KOMUNE	de	notdürftig versorgen	versorgen
paliativi	paliat.0i.KOMUNE	fr		pallier
paliativo	paliat.0o	en		palliative
paliativo	paliat.0o.FIG	de		Notbehelf
paliativo	paliat.0o.FIG	de		Flickwerk
paliativo	paliat.0o.FIG	fr	expédient (subst.)	expédient
paliativo	paliat.0o.FIG	fr	palliatif (subst.)	palliatif
paliativo	paliat.0o.FIG	en		palliative
paliativo	paliat.0o.MED	de		Palliativum
paliativo	paliat.0o.MED	en		palliative
palimpsesto	palimpsest.0o	en		palimpsest
palimpsesto	palimpsest.0o	fr		palimpseste
palimpsesto	palimpsest.0o.SNC	en		palimpsest
palimpsesto	palimpsest.0o.SNC	fr		palimpseste
palindromo	palind.0o	de		Palindrom
palindromo	palind.0o	en		palindrome
palindromo	palind.0o	fr		palindrome
palinuro	palinu.0o	de		Languste
palinuro	palinu.0o	en		spiny lobster
palinuro	palinu.0o	en		rock lobster
palinuro	palinu.0o	en		sea crayfish
palinuro	palinu.0o	en		langouste
palinuredoj	palinu1.0oj	de		Langusten
palinuredoj	palinu1.0oj	en		spiny lobsters
palinuredoj	palinu1.0oj	en		langustas
palinuredoj	palinu1.0oj	en		langoustes
palinuredoj	palinu1.0oj	en		rock lobsters
palinuredoj	palinu1.0oj	fr		Palinuridés
palisaro	palis.0aro	de		Palisade
palisaro	palis.0aro	de		Pfahlmauer
palisaro	palis.0aro	en		fence
palisaro	palis.0aro	en		palisade
palisaro	palis.0aro	fr		palissade
palisaro	palis.0aro.KOMUNE	de		Palisade
palisaro	palis.0aro.KOMUNE	de		Pfahlmauer
palisaro	palis.0aro.KOMUNE	en		fence
palisaro	palis.0aro.KOMUNE	en		palisade
palisaro	palis.0aro.KOMUNE	fr		palissade
paliseto	palis.0eto	de		Stange
paliseto	palis.0eto	fr	tuteur (hort.)	tuteur
paliseto	palis.0eto.HOR	de		Stange
paliseto	palis.0eto.HOR	fr	tuteur (hort.)	tuteur
paliso	palis.0o	de		Pfahl
paliso	palis.0o	de		Pfosten
paliso	palis.0o	de		Stickel
paliso	palis.0o	en		stake
paliso	palis.0o	en		post
paliso	palis.0o	en		pale
paliso	palis.0o	en		stick
paliso	palis.0o	fr		pal
paliso	palis.0o	fr		palis
paliso	palis.0o	fr		pieu
paliso	palis.0o	fr		piquet
paliso	palis.0o.KOMUNE	de		Pfahl
paliso	palis.0o.KOMUNE	de		Pfosten
paliso	palis.0o.KOMUNE	de		Stickel
paliso	palis.0o.KOMUNE	en		stake
paliso	palis.0o.KOMUNE	en		post
paliso	palis.0o.KOMUNE	en		pale
paliso	palis.0o.KOMUNE	en		stick
paliso	palis.0o.KOMUNE	fr		pal
paliso	palis.0o.KOMUNE	fr		palis
paliso	palis.0o.KOMUNE	fr		pieu
paliso	palis.0o.KOMUNE	fr		piquet
palisumi	palis.0umi	de		pfählen
palisumi	palis.0umi	en		impale
palisumi	palis.0umi	fr		empaler
palisumi	palis.0umi.TOR	de		pfählen
palisumi	palis.0umi.TOR	en		impale
palisumi	palis.0umi.TOR	fr		empaler
palisandro	palisa.0o	de		Palisanderholz
palisandro	palisa.0o	en		rosewood
palisandro	palisa.0o	fr		palissandre
palisandro	palisa.0o.ligno	de		Palisanderholz
palisandro	palisa.0o.ligno	en		rosewood
palisandro	palisa.0o.ligno	fr		palissandre
paliumo	palium.0o	de		Pallium
paliumo	palium.0o	en		pallium
paliumo	palium.0o	fr		pallium
paliumo	palium.0o.TEKS	de		Pallium
paliumo	palium.0o.TEKS	en		pallium
paliumo	palium.0o.TEKS	fr		pallium
palmo	palm.0o	de		Palme
palmo	palm.0o	en		palm
palmo	palm.0o	fr		palmier
palmo	palm.0o.BOT	de		Palme
palmo	palm.0o.BOT	en		palm
palmo	palm.0o.BOT	fr		palmier
palmobranĉo	palm.0obrancxo	de		Palmwedel
palmaĵo	palm.0obrancxo	de		Palmwedel
palmobranĉo	palm.0obrancxo	en		palm frond
palmaĵo	palm.0obrancxo	en		palm frond
palmobranĉo	palm.0obrancxo	fr		palme
palmaĵo	palm.0obrancxo	fr		palme
palmobranĉo	palm.0obrancxo.FIG	de		Palmwedel
palmaĵo	palm.0obrancxo.FIG	de		Palmwedel
palmobranĉo	palm.0obrancxo.FIG	en		palm frond
palmaĵo	palm.0obrancxo.FIG	en		palm frond
palmobranĉo	palm.0obrancxo.FIG	fr		palme
palmaĵo	palm.0obrancxo.FIG	fr		palme
palmobranĉo	palm.0obrancxo.KOMUNE	de		Palmwedel
palmaĵo	palm.0obrancxo.KOMUNE	de		Palmwedel
palmobranĉo	palm.0obrancxo.KOMUNE	en		palm frond
palmaĵo	palm.0obrancxo.KOMUNE	en		palm frond
palmobranĉo	palm.0obrancxo.KOMUNE	fr		palme
palmaĵo	palm.0obrancxo.KOMUNE	fr		palme
Palmofesto	palm.0ofesto	de		Palmsonntag
Palmodimanĉo	palm.0ofesto	de		Palmsonntag
Palmofesto	palm.0ofesto	en		Palm Sunday
Palmodimanĉo	palm.0ofesto	en		Palm Sunday
Palmofesto	palm.0ofesto	fr		dimanche des rameaux
Palmodimanĉo	palm.0ofesto	fr		dimanche des rameaux
Palmofesto	palm.0ofesto.KRI	de		Palmsonntag
Palmodimanĉo	palm.0ofesto.KRI	de		Palmsonntag
Palmofesto	palm.0ofesto.KRI	en		Palm Sunday
Palmodimanĉo	palm.0ofesto.KRI	en		Palm Sunday
Palmofesto	palm.0ofesto.KRI	fr		dimanche des rameaux
Palmodimanĉo	palm.0ofesto.KRI	fr		dimanche des rameaux
palmoj	palm.0oj	de		Palmen
palmoj	palm.0oj	en		palms
palmoj	palm.0oj	fr		palmiers
palmoj	palm.0oj.BOT	de		Palmen
palmoj	palm.0oj.BOT	en		palms
palmoj	palm.0oj.BOT	fr		palmiers
palmopieda	palm.0opieda	en		palmiped
palmopieda	palm.0opieda	fr	palmipède (adj.)	palmipède
palmopieda	palm.0opieda.ZOO	en		palmiped
palmopieda	palm.0opieda.ZOO	fr	palmipède (adj.)	palmipède
palmipedoj	palmip.0oj	de		Schwimmfüßler
palpado	palp.0ado	de		Abtasten
palpado	palp.0ado.ago	de		Abtasten
palpe	palp.0e	de		fühlend
palpe	palp.0e	de		tastend
palpe	palp.0e	fr		par tâtonnement
palpe	palp.0e	fr		à tâtons
palpebla	palp.0ebla	de		fühlbar
palpebla	palp.0ebla	de		tastbar
palpebla	palp.0ebla	de		fühlbar
palpebla	palp.0ebla	fr		palpable
palpebla	palp.0ebla.FIG	de		fühlbar
palpebla	palp.0ebla.FIG	de		tastbar
palpebla	palp.0ebla.FIG	de		fühlbar
palpebla	palp.0ebla.FIG	fr		palpable
palpi	palp.0i	de		befühlen
palpi	palp.0i	de		betasten
palpi	palp.0i	de		abtasten
palpi	palp.0i	de		palpieren
