rabaĵo;rab.0ajxo;贓[zāng],赃[zāng]
rifuĝo;rifugx.0o;庇护所[bì hù suǒ],庇護所[bì hù suǒ]
rifuĝo;rifugx.0o;安全地带[ān quán dì dài],安全地帶[ān quán dì dài]
rifuĝo;rifugx.0o;慰籍地[wèi jí de]
rifuĝo;rifugx.0o;保护[bǎo hù],保護[bǎo hù]
rifuzi;rifuz.0i;拒[jù]
rifuzi;rifuz.0i;謝絕[xiè jué],谢绝[xiè jué]
rifuzi;rifuz.0i;掩耳[yǎn ěr]
rifuzi;rifuz.0i;拒絕[jù jué],拒绝[jù jué]
rifuzi;rifuz.0i;推辞[tuī cí],推辭[tuī cí]
rifuzi;rifuz.0i;不愿[bù yuàn],不願[bù yuàn]
rifuzo;rifuz.0o;拒絕[jù jué],拒绝[jù jué]
rifuzo;rifuz.0o;推却[tuī què],推卻[tuī què]
forrifuzi;;捨棄[shě qì],舍弃[shě qì]
rigi;rig.0i.MAR;操縱證券市場[cāo zòng zhèng quàn shì chǎng],操纵证券市场[cāo zòng zhèng quàn shì chǎng]
rigi;rig.0i.MAR;系統調整[xì tǒng tiáo zhěng],系统调整[xì tǒng tiáo zhěng]
rigi;rig.0i.MAR;索具[suǒ jù]
rigilo;rig.0ilo;繩子[shéng zi],绳子[shéng zi]
rigilo;rig.0ilo;纚[lí]
Rigo;rig1.0o;里加[Lǐ jiā]
rigardaĉi;rigard.0acxi;瞠[chēng]
rigardaĉi;rigard.0acxi;凝視[níng shì],凝视[níng shì]
rigardaĉi;rigard.0acxi;瞪着眼[dèng zhe yǎn],瞪著眼[dèng zhe yǎn]
rigardaĉi;rigard.0acxi;显眼[xiǎn yǎn],顯眼[xiǎn yǎn]
rigardegi;rigard.0egi;凝望[níng wàng]
rigardegi;rigard.0egi;凝視[níng shì],凝视[níng shì]
rigardegi;rigard.0egi;瞪眼看[dèng yǎn kàn]
rigardo;rigard.0o;瞩[zhǔ],矚[zhǔ]
rigardo;rigard.0o;外觀[wài guān],外观[wài guān]
rigardo;rigard.0o;一眼[yī yǎn]
rigardo;rigard.0o;目光[mù guāng]
rigardo;rigard.0o;眼神[yǎn shén]
antaŭrigardi;rigard.antaux0i;审阅[shěn yuè],審閱[shěn yuè]
ĉirkaŭrigardi;rigard.cxirkaux0i;张望[zhāng wàng],張望[zhāng wàng]
ĉirkaŭrigardi;rigard.cxirkaux0i;环视[huán shì],環視[huán shì]
ĉirkaŭrigardi;rigard.cxirkaux0i;四顧[sì gù],四顾[sì gù]
ĉirkaŭrigardi;rigard.cxirkaux0i;环顾[huán gù],環顧[huán gù]
ekrigardo;rigard.ek0o;一眼[yī yǎn]
elrigardi;rigard.el0i.aspekti;睊[juàn]
elrigardi;rigard.el0i.aspekti;神色[shén sè]
elrigardi;rigard.el0i.aspekti;物色[wù sè]
fiksrigardi;rigard.fiks0i;瞠[chēng]
fiksrigardi;rigard.fiks0i;瞩[zhǔ],矚[zhǔ]
fiksrigardi;rigard.fiks0i;凝視[níng shì],凝视[níng shì]
fiksrigardi;rigard.fiks0i;睐[lài],睞[lài]
fiksrigardi;rigard.fiks0i;睽睽[kuí kuí]
fiksrigardi;rigard.fiks0i;瞵[lín]
fiksrigardi;rigard.fiks0i;凝望[níng wàng]
fiksrigardi;rigard.fiks0i;盯[dīng]
ĝurigardi;rigard.gxu0i;凝視[níng shì],凝视[níng shì]
mirrigardi;rigard.mir0i;凝視[níng shì],凝视[níng shì]
mirrigardi;rigard.mir0i;眽[mò]
pririgardi;rigard.pri0i;核查[hé chá]
rerigardi;rigard.re0i.denove;考核[kǎo hé]
rerigardi;rigard.re0i.denove;覆核[fù hé]
rerigardi;rigard.re0i.denove;再审[zài shěn],再審[zài shěn]
rerigardi;rigard.re0i.denove;反思[fǎn sī]
rerigardi;rigard.re0i.denove;回顧[huí gù],回顾[huí gù]
rerigardi;rigard.re0i.malantau;向后看[xiàng hòu kàn],向後看[xiàng hòu kàn]
rerigardi;rigard.re0i.malantau;追忆[zhuī yì],追憶[zhuī yì]
rerigardi;rigard.re0i.malantau;回溯[huí sù]
rerigardi;rigard.re0i.tempon;回溯[huí sù]
rerigardi;rigard.re0i.tempon;追忆[zhuī yì],追憶[zhuī yì]
satrigardi;rigard.sat0i;大飽眼福[dà bǎo yǎn fú],大饱眼福[dà bǎo yǎn fú]
subrigardi;rigard.sub0i;一睹[yī dǔ]
superrigardi;rigard.super0i.FIG;监察[jiān chá],監察[jiān chá]
superrigardi;rigard.super0i.FIG;督办[dū bàn],督辦[dū bàn]
superrigardi;rigard.super0i.FIG;监控[jiān kòng],監控[jiān kòng]
superrigardi;rigard.super0i.FIG;监测[jiān cè],監測[jiān cè]
superrigardi;;监督[jiān dū],監督[jiān dū]
superrigardo;rigard.super0o.KOMUNE;概覽[gài lǎn],概览[gài lǎn]
superrigardo;rigard.super0o.KOMUNE;概貌[gài mào]
superrigardo;rigard.super0o.KOMUNE;綜覽[zōng lǎn],综览[zōng lǎn]
superrigardi;;展望[zhǎn wàng]
superrigardi;;概覽[gài lǎn],概览[gài lǎn]
superrigardi;;概貌[gài mào]
trarigardi;rigard.tra0i;閱[yuè],阅[yuè]
trarigardi;rigard.tra0i;审阅[shěn yuè],審閱[shěn yuè]
trarigardi;rigard.tra0i;滤一偏[lǜ yī piān],濾一偏[lǜ yī piān]
je la unua rigardo;rigard.unua0e;第一眼[dì yī yǎn]
rigida;rigid.0a;僵硬[jiāng yìng]
rigida;rigid.0a;呆板[dāi bǎn]
rigida;rigid.0a;僵[jiāng],殭[jiāng]
rigida;rigid.0a;硬生生[yìng shēng shēng]
rigida;rigid.0a;執著[zhí zhù],执著[zhí zhù]
rigida;rigid.0a;死[sǐ]
rigida;rigid.0a;死死[sǐ sǐ]
malrigida;rigid.mal0a;柔[róu]
malrigida;rigid.mal0a;可动[kě dòng],可動[kě dòng]
rigli;rigl.0i;閂[shuān],闩[shuān]
rigli;rigl.0i;鎖閂[suǒ shuān],锁闩[suǒ shuān]
rigli;rigl.0i;套結[tào jié],套结[tào jié]
riglilo;rigl.0ilo;閂[shuān],闩[shuān]
riglilo;rigl.0ilo;鎖閂[suǒ shuān],锁闩[suǒ shuān]
rigora;rigor.0a;从严[cóng yán],從嚴[cóng yán]
rigora;rigor.0a;不妥协[bù tuǒ xié],不妥協[bù tuǒ xié]
rigora;rigor.0a;不柔順[bù róu shùn],不柔顺[bù róu shùn]
rigora;rigor.0a;不講情面[bù jiǎng qíng miàn],不讲情面[bù jiǎng qíng miàn]
rigora;rigor.0a;坚硬[jiān yìng],堅硬[jiān yìng]
rikani;rikan.0i.paroli;冷笑[lěng xiào]
rikani;rikan.0i.paroli;狞笑[níng xiào],獰笑[níng xiào]
Rikardo;rikard.0o;理查[Lǐ chá]
Rikardo;rikard.0o;理查德[Lǐ chá dé]
rikecio;rikeci.0o;立氏立克次体[lì shì lì kè cì tǐ],立氏立克次體[lì shì lì kè cì tǐ]
rikecio;;立克次体[lì kè cì tǐ],立克次體[lì kè cì tǐ]
rikiŝo;rikisx.0o;人力車[rén lì chē],人力车[rén lì chē]
rikiŝo;rikisx.0o;黃包車[huáng bāo chē],黄包车[huáng bāo chē]
rikiŝo;rikisx.0o;洋車[yáng chē],洋车[yáng chē]
rikiŝisto;;人力車夫[rén lì chē fū],人力车夫[rén lì chē fū]
rikoltaĵo;rikolt.0ajxo;收成[shōu chéng]
rikolti;rikolt.0i;收穫[shōu huò],收获[shōu huò]
rikolti;rikolt.0i;收成[shōu chéng]
rikolti;rikolt.0i;採收[cǎi shōu],采收[cǎi shōu]
rikolti;rikolt.0i;穑[sè],穡[sè]
rikolti;rikolt.0i;穫[huò],获[huò]
rikoltaĵo;;庄稼[zhuāng jia],莊稼[zhuāng jia]
rikoltilo;rikolt.0ilo;鐮刀[lián dāo],镰刀[lián dāo]
rikoltilo;rikolt.0ilo;鐮[lián],镰[lián]
rikoltilo;rikolt.0ilo;銍[zhì],铚[zhì]
rikoltilo;rikolt.0ilo;銍[zhì]
rikolto;rikolt.0o;收穫[shōu huò],收获[shōu huò]
rikolto;rikolt.0o;收成[shōu chéng]
rikolto;rikolt.0o;年[nián],秊[nián]
rikolto;rikolt.0o;收穫量[shōu huò liàng],收获量[shōu huò liàng]
rikordo;rikord.0o.KOMP;数据组[shù jù zǔ],數據組[shù jù zǔ]
rikura;rikur.0a.MAT;递推[dì tuī],遞推[dì tuī]
rikura;rikur.0a.MAT;递归[dì guī],遞歸[dì guī]
rikuro;rikur.0o;循环[xún huán],循環[xún huán]
rikuro;rikur.0o;递归[dì guī],遞歸[dì guī]
rilata;rilat.0a;关系[guān xi],關係[guān xi]
rilata;rilat.0a;有关[yǒu guān],有關[yǒu guān]
rilata;rilat.0a;有关系[yǒu guān xi],有關係[yǒu guān xi]
rilata;rilat.0a;对于[duì yú],對於[duì yú]
rilata;rilat.0a;关乎[guān hū],關乎[guān hū]
rilate ...-n;rilat.0eal;关于[guān yú],關於[guān yú]
rilate ...-n;rilat.0eal;涉及[shè jí]
rilatigi;rilat.0igi;使联系[shǐ lián xì],使聯繫[shǐ lián xì]
rilatigi;rilat.0igi;牵连[qiān lián],牽連[qiān lián]
rilatigi;rilat.0igi;涉及[shè jí]
rilati;;牵连[qiān lián],牽連[qiān lián]
rilati;;关系到[guān xì dào],關係到[guān xì dào]
rilato;rilat.0o;对比[duì bǐ],對比[duì bǐ]
rilato;rilat.0o;之比[zhī bǐ]
rilato;rilat.0o.interligo;人情[rén qíng]
rilato;rilat.0o.interligo;关系[guān xi],關係[guān xi]
rilato;rilat.0o.interligo;往來[wǎng lái],往来[wǎng lái]
rilato;rilat.0o.interpersona;瓜葛[guā gé]
rilatulo;rilat.0ulo;熟人[shú rén]
rilatumo;rilat.0umo;比[bǐ]
rilatumo;rilat.0umo;对比[duì bǐ],對比[duì bǐ]
rilatumo;rilat.0umo;关系[guān xi],關係[guān xi]
rilatumo;rilat.0umo;景况[jǐng kuàng],景況[jǐng kuàng]
amrilato;rilat.am0o;暧昧关系[ài mèi guān xì],曖昧關係[ài mèi guān xì]
amrilato;rilat.am0o;恋爱[liàn ài],戀愛[liàn ài]
rilato de ekvivalento;rilat.ekvivalento0o;等价关系[děng jià guān xi],等價關係[děng jià guān xi]
rilato de ekvivalento;rilat.ekvivalento0o;等价关系[děng jià guān xì],等價關係[děng jià guān xì]
iarilate;rilat.ia0e.ARG;在某种意义上[zài mǒu zhǒng yì yì shàng],在某種意義上[zài mǒu zhǒng yì yì shàng]
iarilate;rilat.ia0e.ARG;多多少少[duō duō shǎo shǎo]
rimvortaro;rim.0aro;韵书[yùn shū],韻書[yùn shū]
rimi;rim.0i;压韵[yā yùn],壓韻[yā yùn]
rimi;rim.0i;押韵[yá yùn],押韻[yá yùn]
rimi;rim.0i;协韵[xié yùn],協韻[xié yùn]
rimi;rim.0i;叶韵[xié yùn],叶韻[xié yùn]
kunrimi;rim.0igxi;压韵[yā yùn],壓韻[yā yùn]
kunrimi;rim.0igxi;音韵[yīn yùn],音韻[yīn yùn]
rimo;rim.0o;韵[yùn],韻[yùn]
rimo;rim.0o;尾韵[wěi yùn],尾韻[wěi yùn]
rimo;rim.0o;韵脚[yùn jiǎo],韻腳[yùn jiǎo]
Rimano;;黎曼[lí màn]
rimarki;rimark.0i;察覺[chá jué],察觉[chá jué]
rimarki;rimark.0i;提示[tí shì]
rimarki;rimark.0i;手記[shǒu jì],手记[shǒu jì]
rimarki;rimark.0i.mense;察覺[chá jué],察觉[chá jué]
rimarki;rimark.0i.mense;注[zhù],註[zhù]
rimarkigi;rimark.0igi;提示[tí shì]
rimarkigi;rimark.0igi;注[zhù],註[zhù]
rimarkigi;rimark.0igi;手記[shǒu jì],手记[shǒu jì]
rimarkigi;rimark.0igi;提醒[tí xǐng]
rimarkinda;rimark.0inda;出色[chū sè]
rimarkinda;rimark.0inda;卓著[zhuó zhù]
rimarkinda;rimark.0inda;倬[zhuō]
rimarko;rimark.0o;手記[shǒu jì],手记[shǒu jì]
rimarko;rimark.0o;評註[píng zhù],评注[píng zhù]
rimarko;rimark.0o;評語[píng yǔ],评语[píng yǔ]
rimarko;rimark.0o;附注[fù zhù]
rimedo;rimed.0o;办法[bàn fǎ],辦法[bàn fǎ]
rimedo;rimed.0o;措施[cuò shī]
rimedo;rimed.0o;法儿[fǎ r],法兒[fǎ r]
ĉiarimede;rimed.cxiu0e;想方設法[xiǎng fāng shè fǎ],想方设法[xiǎng fāng shè fǎ]
kontraŭrimedo;rimed.kontraux0o;中和力[zhōng hé lì]
kontraŭrimedo;rimed.kontraux0o;反对的东西[fǎn duì de dōng xi],反對的東西[fǎn duì de dōng xi]
kontraŭrimedo;rimed.kontraux0o;反作用剂[fǎn zuò yòng jì],反作用劑[fǎn zuò yòng jì]
vivrimedo;rimed.viv0o;生計[shēng jì],生计[shēng jì]
vivrimedo;rimed.viv0o;活路[huó lù]
rimeno;rimen.0o;皮带[pí dài],皮帶[pí dài]
rimeno;rimen.0o;带[dài],帶[dài]
rimeno;rimen.0o;襻[pàn]
rimeno;rimen.0o;衿[jīn]
kolrimeno;rimen.kol0o;硬領[yìng lǐng],硬领[yìng lǐng]
kolrimeno;rimen.kol0o;褽[wèi]
kolrimeno;rimen.kol0o;項鏈[xiàng liàn],项链[xiàng liàn]
kolrimeno;rimen.kol0o;琲[bèi]
sekureca rimeno;rimen.sekur0o;安全带[ān quán dài],安全帶[ān quán dài]
rimorso;rimors.0o;疚[jiù]
rimorso;rimors.0o;內疚[nèi jiù],内疚[nèi jiù]
rimorso;rimors.0o;悔恨[huǐ hèn]
rimorso;rimors.0o;后悔[hòu huǐ],後悔[hòu huǐ]
rimorso;rimors.0o;悔意[huǐ yì]
ringego;ring.0ego;箍[gū]
ringo;ring.0o;环[huán],環[huán]
ringo;ring.0o;戒[jiè]
ringo;ring.0o.FIG;戒指[jiè zhǐ]
ringo;ring.0o.FIG;小环[xiǎo huán],小環[xiǎo huán]
ringo;ring.0o.MAT;环[huán],環[huán]
brakringo;ring.brak0o;釧[chuàn],钏[chuàn]
brakringo;ring.brak0o;手环[shǒu huán],手環[shǒu huán]
brakringo;ring.brak0o;手鐲[shǒu zhuó],手镯[shǒu zhuó]
brakringo;ring.brak0o;鐲[zhuó],镯[zhuó]
brakringo;ring.brak0o;鐲子[zhuó zi],镯子[zhuó zi]
brakringo;ring.brak0o;手鏈[shǒu liàn],手链[shǒu liàn]
brakringo;ring.brak0o;环[huán],環[huán]
hulringo;ring.hul0o;呼啦圈[hū lā quān]
hulringo;ring.hul0o;呼拉圈[hū lā quān]
krurringo;ring.krur0o;脚链[jiǎo liàn],腳鏈[jiǎo liàn]
orelringo;ring.orel0o;琠[diǎn]
orelringo;ring.orel0o;耳环[ěr huán],耳環[ěr huán]
orelringo;ring.orel0o;珥[ěr]
radringo;ring.rad0o;輪箍[lún gū],轮箍[lún gū]
rinocero;rinoce.0o;犀[xī]
rinocero;rinoce.0o;犀牛[xī niú]
rinocero;rinoce.0o;兕[sì]
rinocero;rinoce.0o;犀兕[xī sì]
Rio-de-Ĵanejro;riodejxanejr.0o.urbo;里約熱內盧[Lǐ yuē rè nèi lú],里约热内卢[Lǐ yuē rè nèi lú]
Rio-de-Ĵanejro;riodejxanejr.0o.urbo;里約[Lǐ yuē],里约[Lǐ yuē]
ripo;rip.0o;肋骨[lèi gǔ]
ripo;rip.0o;肋[lèi]
ripo;rip.0o;骨子[gǔ zi]
riparaĵo;ripar.0ajxo;修补[xiū bǔ],修補[xiū bǔ]
riparaĵo;ripar.0ajxo;补丁[bǔ ding],補丁[bǔ ding]
riparejo;ripar.0ejo;修理厂[xiū lǐ chǎng],修理廠[xiū lǐ chǎng]
riparejo;ripar.0ejo;修理部[xiū lǐ bù]
riparejo;ripar.0ejo;修配场[xiū pèi chǎng],修配場[xiū pèi chǎng]
ripari;ripar.0i;修补[xiū bǔ],修補[xiū bǔ]
ripari;ripar.0i;繕[shàn],缮[shàn]
ripari;ripar.0i;补[bǔ],補[bǔ]
ripari;ripar.0i;葺[qì]
ripari;ripar.0i;修[xiū]
ripari;ripar.0i;修理[xiū lǐ]
ripari;ripar.0i;重修[chóng xiū]
ripari;ripar.0i;脩[xiū]
ripari;ripar.0i;修整[xiū zhěng]
riparo;ripar.0o;維修[wéi xiū],维修[wéi xiū]
aŭtoriparejo;ripar.auxto0ejo;修車廠[xiū chē chǎng],修车厂[xiū chē chǎng]
aŭtoriparejo;ripar.auxto0ejo;汽修[qì xiū]
neriparebla;ripar.ne0ebla;破坏无遗[pò huài wú yí],破壞無遺[pò huài wú yí]
neriparebla;ripar.ne0ebla;无可挽救[wú kě wǎn jiù],無可挽救[wú kě wǎn jiù]
ripeti;ripet.0i;重述[chóng shù]
ripeti;ripet.0i;重复[chóng fù],重複[chóng fù]
ripeti;ripet.0i;重[chóng]
ripeti;ripet.0i;中繼[zhōng jì],中继[zhōng jì]
ripeti;ripet.0i;反复地[fǎn fù de],反復地[fǎn fù de]
ripeti;ripet.0i;重演[chóng yǎn]
ripeti;ripet.0i;重做[chóng zuò]
ripetiĝi;ripet.0igxi;重演[chóng yǎn]
ripozejo;ripoz.0ejo.tombo;休息区[xiū xí qū],休息區[xiū xí qū]
ripozi;ripoz.0i;休息[xiū xi]
ripozi;ripoz.0i;憩[qì]
ripozi;ripoz.0i;休[xiū]
ripozi;ripoz.0i;休憩[xiū qì]
ripozi;ripoz.0i;休养[xiū yǎng],休養[xiū yǎng]
ripozi;ripoz.0i;歇[xiē]
ripozi;ripoz.0i;歇息[xiē xi]
ripozi;ripoz.0i;养神[yǎng shén],養神[yǎng shén]
ripozigi;ripoz.0igi.entombigi;埋入[mái rù]
ripozigi;ripoz.0igi.entombigi;葬[zàng]
ripozo;ripoz.0o;休养[xiū yǎng],休養[xiū yǎng]
ripozo;ripoz.0o;安[ān]
ripozo;ripoz.0o;憩[qì]
ripozejo;;休养地[xiū yǎng de],休養地[xiū yǎng de]
senripoze;ripoz.sen0e;伀[zhōng]
senripoze;ripoz.sen0e;忪[zhōng]
senripoze;ripoz.sen0e;无休止[wú xiū zhǐ],無休止[wú xiū zhǐ]
senripoze;ripoz.sen0e;毷[mào]
senripoze;ripoz.sen0e;如芒在背[rú máng zài bèi]
senripoze;ripoz.sen0e;沒有休息[méi yǒu xiū xí],没有休息[méi yǒu xiū xí]
senripoze;ripoz.sen0e;躁急[zào jí]
senripoze;ripoz.sen0e;不休息[bù xiū xī]
senripoze;ripoz.sen0e;不停息[bù tíng xī]
riproĉi;riproc.0i;責備[zé bèi],责备[zé bèi]
riproĉi;riproc.0i;数落[shǔ luo],數落[shǔ luo]
riproĉi;riproc.0i;訶[hē],诃[hē]
riproĉi;riproc.0i;噌[cēng]
riproĉi;riproc.0i;斥[chì]
riproĉi;riproc.0i;責怪[zé guài],责怪[zé guài]
riproĉinda;riproc.0inda;应受谴责[yìng shòu qiǎn zé],應受譴責[yìng shòu qiǎn zé]
riproĉinda;riproc.0inda;无耻地[wú chǐ de],無恥地[wú chǐ de]
riproĉinda;riproc.0inda;应斥责[yìng chì zé],應斥責[yìng chì zé]
riproĉo;riproc.0o;非难[fēi nàn],非難[fēi nàn]
riproĉo;riproc.0o;責備[zé bèi],责备[zé bèi]
riproĉo;riproc.0o;訓斥[xùn chì],训斥[xùn chì]
konsciencriproĉo;riproc.konscienc0o;愧疚[kuì jiù]
konsciencriproĉo;riproc.konscienc0o;疚[jiù]
konsciencriproĉo;riproc.konscienc0o;悔恨[huǐ hèn]
konsciencriproĉo;riproc.konscienc0o;极为后悔[jí wéi hòu huǐ],極為後悔[jí wéi hòu huǐ]
konsciencriproĉo;riproc.konscienc0o;自責[zì zé],自责[zì zé]
konsciencriproĉo;riproc.konscienc0o;良心的呵責[liáng xīn de ā zé],良心的呵责[liáng xīn de ā zé]
konsciencriproĉo;riproc.konscienc0o;良心的責備[liáng xīn de zé bèi],良心的责备[liáng xīn de zé bèi]
konsciencriproĉo;riproc.konscienc0o;后悔[hòu huǐ],後悔[hòu huǐ]
senriproĉa;riproc.ne0inda;冰清玉洁[bīng qīng yù jié],冰清玉潔[bīng qīng yù jié]
senriproĉa;riproc.ne0inda;一塵不染[yī chén bù rǎn],一尘不染[yī chén bù rǎn]
senriproĉa;riproc.ne0inda;完美无缺[wán měi wú quē],完美無缺[wán měi wú quē]
senriproĉa;riproc.ne0inda;无瑕[wú xiá],無瑕[wú xiá]
senriproĉa;riproc.ne0inda;純全無疵[chún quán wú cī],纯全无疵[chún quán wú cī]
riska;risk.0a;冒险[mào xiǎn],冒險[mào xiǎn]
riska;risk.0a;冒冒失失[mào mào shī shī]
riska;risk.0a;有風險[yǒu fēng xiǎn],有风险[yǒu fēng xiǎn]
riskema;risk.0ema;无远见[wú yuǎn jiàn],無遠見[wú yuǎn jiàn]
riskema;risk.0ema;不小心[bù xiǎo xīn]
riskema;risk.0ema;沒有遠見[méi yǒu yuǎn jiàn],没有远见[méi yǒu yuǎn jiàn]
riskema;risk.0ema;胆大[dǎn dà],膽大[dǎn dà]
riski;risk.0i;冒险[mào xiǎn],冒險[mào xiǎn]
riski;risk.0i;走险[zǒu xiǎn],走險[zǒu xiǎn]
risko;risk.0o;風險[fēng xiǎn],风险[fēng xiǎn]
risko;risk.0o;危险性[wéi xiǎn xìng],危險性[wéi xiǎn xìng]
risko;risk.0o;冒险行动[mào xiǎn xíng dòng],冒險行動[mào xiǎn xíng dòng]
risko;risk.0o;勇敢行动[yǒng gǎn xíng dòng],勇敢行動[yǒng gǎn xíng dòng]
risortiĝi;risort.0igxi;反弹[fǎn tán],反彈[fǎn tán]
risortiĝi;risort.0igxi;弹回[dàn huí],彈回[dàn huí]
risorto;risort.0o;弹簧[tán huáng],彈簧[tán huáng]
risorto;risort.0o;发条[fā tiáo],發條[fā tiáo]
rito;rit.0o;礼仪[lǐ yí],禮儀[lǐ yí]
rito;rit.0o;礼[lǐ],禮[lǐ]
rito;rit.0o;法事[fǎ shì]
rito;rit.0o;宗教仪式[zōng jiào yí shì],宗教儀式[zōng jiào yí shì]
rito;rit.0o;礼俗[lǐ sú],禮俗[lǐ sú]
ritmo;ritm.0o;律动[lù: dòng],律動[lù: dòng]
ritmo;ritm.0o;節奏[jié zòu],节奏[jié zòu]
ritmo;ritm.0o;節律[jié lù:],节律[jié lù:]
ritmo;ritm.0o;韵律[yùn lù:],韻律[yùn lù:]
ritmo;ritm.0o;鼓点[gǔ diǎn],鼓點[gǔ diǎn]
ritmo;ritm.0o;旋律[xuán lǜ]
rivali;rival.0i;竞[jìng],競[jìng]
rivali;rival.0i;争购[zhēng gòu],爭購[zhēng gòu]
rivalo;rival.0o;竞争对手[jìng zhēng duì shǒu],競爭對手[jìng zhēng duì shǒu]
rivalo;rival.0o;对手[duì shǒu],對手[duì shǒu]
rivalo;rival.0o;情敌[qíng dí],情敵[qíng dí]
riveli;rivel.0i.FOT;洗相片[xǐ xiāng piàn]
riveli;rivel.0i.KOM;揭露[jiē lù]
riveli;rivel.0i.KOM;吐露[tǔ lù]
riveli;rivel.0i.KOM;透露[tòu lù]
riveli;rivel.0i.KOM;披露[pī lù]
riveli;rivel.0i.KOM;露韓[lù hán],露韩[lù hán]
riveli;rivel.0i.KOM;揭发[jiē fā],揭發[jiē fā]
rivelilo;rivel.0ilo.FOT;显影剂[xiǎn yǐng jì],顯影劑[xiǎn yǐng jì]
riverego;river.0ego;大河[dà hé]
riverego;river.0ego;江[jiāng]
riverego;river.0ego;水流[shuǐ liú]
rivereto;river.0eto;澥[xiè]
rivereto;river.0eto;溪[xī],谿[xī]
rivereto;river.0eto;小溪[xiǎo xī]
rivereto;river.0eto;涓[juān]
rivereto;river.0eto;涞[lái],淶[lái]
rivereto;river.0eto;溪[xī]
rivereto;river.0eto;磎[xī]
rivereto;river.0eto;溪流[xī liú]
rivereto;river.0eto;小河[xiǎo hé]
rivereto;river.0eto;小港[xiǎo gǎng]
rivereto;river.0eto;小湾[xiǎo wān],小灣[xiǎo wān]
rivereto;river.0eto;支流[zhī liú]
rivereto;river.0eto;浦[pǔ]
rivereto;river.0eto;溪[qī]
rivereto;river.0eto;溪[qī],谿[qī]
rivereto;river.0eto;河滨[hé bīn],河濱[hé bīn]
rivereto;river.0eto;浜[bāng]
rivereto;river.0eto;涓流[juān liú]
rivero;river.0o;河流[hé liú]
rivero;river.0o;河[hé]
Ĉiela Rivero;river.cxiela0o;星河[xīng hé]
Ĉiela Rivero;river.cxiela0o;銀漢[Yín hàn],银汉[Yín hàn]
Ĉiela Rivero;river.cxiela0o.AST;天河[tiān hé]
Ĉiela Rivero;river.cxiela0o.AST;星汉[xīng hàn],星漢[xīng hàn]
Ĉiela Rivero;river.cxiela0o.AST;銀漢[Yín hàn],银汉[Yín hàn]
riverenci;rivere.0i;匑[gōng]
riverenci;rivere.0i;鞠躬[jū gōng]
riverenci;rivere.0i;折腰[zhé yāo]
riverenci;rivere.0i;哈腰[hā yāo]
rivolui;rivolu.0i;旋轉式[xuán zhuǎn shì],旋转式[xuán zhuǎn shì]
rivoluo;rivolu.0o;环绕[huán rào],環繞[huán rào]
rivoluo;rivolu.0o;行星軌道[xíng xīng guǐ dào],行星轨道[xíng xīng guǐ dào]
rizejo;riz.0ejo;稻田[dào tián]
rizejo;riz.0ejo;米[mǐ]
rizejo;riz.0ejo;水稻田[shuǐ dào tián]
glua rizo;riz.glua0o;糯米[nuò mǐ]
glua rizo;riz.glua0o;糯[nuò]
rizomo;rizom.0o;根状茎[gēn zhuàng jīng],根狀莖[gēn zhuàng jīng]
rizomo;rizom.0o;地下根[dì xià gēn]
rizoto;rizot.0o;炖饭[dùn fàn],燉飯[dùn fàn]
robo;rob.0o;長袍[cháng páo],长袍[cháng páo]
robo;rob.0o;外袍[wài páo]
robo;rob.0o;袍[páo]
robo;rob.0o;裙子[qún zi]
robo;rob.0o;连衣裙[lián yī qún],連衣裙[lián yī qún]
Roberto;robert.0o;罗伯特[Luó bó tè],羅伯特[Luó bó tè]
robinio;robini.0o;洋槐[yáng huái]
robinio;robini.0o;洋槐树[yáng huái shù],洋槐樹[yáng huái shù]
Robinsono;robinson.0o;罗便臣[luó biàn chén],羅便臣[luó biàn chén]
Robinsono;robinson.0o;罗宾逊[Luó bīn xùn],羅賓遜[Luó bīn xùn]
roboto;robot.0o;机器人[jī qì rén],機器人[jī qì rén]
robotiko;robotik.0o;机器人学[jī qì rén xué],機器人學[jī qì rén xué]
Rodano;rodan.0o;罗讷河[Luó nè Hé],羅訥河[Luó nè Hé]
Rodano;rodan.0o;隆河[Lóng Hé]
Rodezio;rodezi.0o;罗德西亚[luó dé xī yà],羅德西亞[luó dé xī yà]
rodio;rodi.0o;銠[lǎo],铑[lǎo]
rodio;rodi.0o;錴[lù]
rododendro;rodode.0o;映山紅[yìng shān hóng],映山红[yìng shān hóng]
Rodoso;rodos.0o;罗得岛[Luó dé Dǎo],羅得島[Luó dé Dǎo]
Rodoso;rodos.0o;罗德岛[Luó dé Dǎo],羅德島[Luó dé Dǎo]
Rodoso;rodos.0o;罗得斯岛[Luó dé sī Dǎo],羅得斯島[Luó dé sī Dǎo]
Rodrigo;rodrig.0o;罗德里克[luō dé lǐ kè],羅德裡剋[luō dé lǐ kè]
Roĝero;rogxer.0o;罗杰[Luó jié],羅傑[Luó jié]
roji;roj.0i;流淌[liú tǎng]
rojo;roj.0o;小溪[xiǎo xī]
rojo;roj.0o;溪流[xī liú]
rojalisto;rojali1.0o;保皇党[bǎo huáng dǎng],保皇黨[bǎo huáng dǎng]
rojalisto;rojali1.0o;保皇党员[bǎo huáng dǎng yuán],保皇黨員[bǎo huáng dǎng yuán]
rojalisto;rojali1.0o;忠君者[zhōng jūn zhě]
roka;rok.0a;砳[lè]
